,week,region,cases
1089,17,Brookside,0
1090,17,Burbank,427
1091,17,Cadillac-Corning,88
1092,17,Calabasas,101
1093,17,Canoga Park,1211
1094,17,Canyon Country,168
1095,17,Carson,1219
1096,17,Carthay,397
1097,17,Castaic,108
1098,17,Central,589
1099,17,Century City,207
1100,17,Century Palms/Cove,422
1101,17,Cerritos,187
1102,17,Chatsworth,424
1103,17,Cheviot Hills,107
1104,17,Chinatown,29
1105,17,Claremont,108
1106,17,Cloverdale/Cochran,176
1107,17,Commerce,66
1108,17,Compton,1166
1109,17,Country Club Park,338
1110,17,Covina,732
1111,17,Crenshaw District,295
1112,17,Crestview,398
1113,17,Cudahy,342
1114,17,Culver City,603
1115,17,Del Rey,305
1116,17,Diamond Bar,206
1117,17,Downey,1157
1118,17,Downtown,309
1119,17,Duarte,371
1120,17,Eagle Rock,490
1121,17,East Hollywood,657
1122,17,East Los Angeles,1778
1123,17,Echo Park,107
1124,17,El Monte,692
1125,17,El Segundo,221
1126,17,El Sereno,491
1127,17,Elysian Park,53
1128,17,Elysian Valley,112
1129,17,Encino,509
1130,17,Exposition,5
1131,17,Exposition Park,655
1132,17,Faircrest Heights,4
1133,17,Figueroa Park Square,120
1134,17,Florence-Firestone,1794
1135,17,Gardena,881
1136,17,Glassell Park,640
1137,17,Glendale,2928
1138,17,Glendora,261
1139,17,Gramercy Place,149
1140,17,Granada Hills,634
1141,17,Green Meadows,287
1142,17,Hacienda Heights,301
1143,17,Hancock Park,420
1144,17,Harbor City,250
1145,17,Harbor Gateway,356
1146,17,Harbor Pines,0
1147,17,Harvard Heights,277
1148,17,Harvard Park,560
1149,17,Hawaiian Gardens,60
1150,17,Hawthorne,1213
1151,17,Hermosa Beach,156
1152,17,Hidden Hills,0
1153,17,Highland Park,429
1154,17,Historic Filipinotown,296
1155,17,Hollywood,1163
1156,17,Hollywood Hills,384
1157,17,Huntington Park,721
1158,17,Hyde Park,290
1159,17,Industry,2
1160,17,Inglewood,1662
1161,17,Irwindale,4
1162,17,Jefferson Park,68
1163,17,Koreatown,725
1164,17,La Canada Flintridge,351
1165,17,La Habra Heights,4
1166,17,La Mirada,345
1167,17,La Puente,216
1168,17,La Verne,103
1169,17,Lafayette Square,69
1170,17,Lake Balboa,403
1171,17,Lake Los Angeles,122
1172,17,Lakeview Terrace,275
1173,17,Lakewood,476
1174,17,Lancaster,1606
1175,17,Lawndale,342
1176,17,Leimert Park,189
1177,17,Lincoln Heights,316
1178,17,Little Armenia,515
1179,17,Little Bangladesh,398
1180,17,Little Tokyo,15
1181,17,Lomita,213
1182,17,Longwood,68
1183,17,Los Feliz,206
1184,17,Lynwood,957
1185,17,Malibu,187
1186,17,Manchester Square,66
1187,17,Mandeville Canyon,2
1188,17,Manhattan Beach,439
1189,17,Mar Vista,331
1190,17,Marina Peninsula,62
1191,17,Maywood,338
1192,17,Melrose,1978
1193,17,Mid-city,237
1194,17,Miracle Mile,232
1195,17,Mission Hills,366
1196,17,Monrovia,199
1197,17,Montebello,686
1198,17,Monterey Park,385
1199,17,Mt. Washington,208
1200,17,North Hills,738
1201,17,North Hollywood,1665
1202,17,Northridge,801
1203,17,Norwalk,1002
1204,17,Pacific Palisades,242
1205,17,Pacoima,1081
1206,17,Palisades Highlands,6
1207,17,Palmdale,2105
1208,17,Palms,616
1209,17,Palos Verdes Estates,256
1210,17,Panorama City,1205
1211,17,Paramount,719
1212,17,Park La Brea,77
1213,17,Pasadena,75
1214,17,Pico Rivera,837
1215,17,Pico-Union,987
1216,17,Playa Del Rey,2
1217,17,Playa Vista,181
1218,17,Pomona,800
1219,17,Porter Ranch,322
1220,17,Rancho Palos Verdes,352
1221,17,Rancho Park,71
1222,17,Redondo Beach,666
1223,17,Regent Square,2
1224,17,Reseda,1009
1225,17,Reseda Ranch,101
1226,17,Reynier Village,46
1227,17,Rolling Hills,2
1228,17,Rolling Hills Estates,91
1229,17,Rosemead,160
1230,17,Rowland Heights,254
1231,17,San Dimas,170
1232,17,San Fernando,405
1233,17,San Gabriel,174
1234,17,San Marino,68
1235,17,San Pedro,864
1236,17,Santa Clarita,1928
1237,17,Santa Fe Springs,109
1238,17,Santa Monica,988
1239,17,Santa Monica Mountains,3828
1240,17,Shadow Hills,73
1241,17,Sherman Oaks,747
1242,17,Sierra Madre,25
1243,17,Signal Hill,41
1244,17,Silverlake,703
1245,17,South Carthay,153
1246,17,South El Monte,118
1247,17,South Gate,1333
1248,17,South Park,581
1249,17,South Pasadena,328
1250,17,South Whittier,371
1251,17,St Elmo Village,50
1252,17,Stevenson Ranch,128
1253,17,Studio City,201
1254,17,Sun Valley,562
1255,17,Sunland,379
1256,17,Sycamore Square,0
1257,17,Sylmar,1601
1258,17,Tarzana,455
1259,17,Temple City,257
1260,17,Temple-Beaudry,809
1261,17,Thai Town,83
1262,17,Toluca Lake,62
1263,17,Toluca Terrace,2
1264,17,Toluca Woods,6
1265,17,Torrance,1566
1266,17,Tujunga,309
1267,17,University Hills,8
1268,17,University Park,375
1269,17,Valinda,260
1270,17,Valley Glen,453
1271,17,Valley Village,473
1272,17,Van Nuys,1401
1273,17,Venice,290
1274,17,Vermont Knolls,268
1275,17,Vermont Square,215
1276,17,Vermont Vista,518
1277,17,Vernon,0
1278,17,Vernon Central,812
1279,17,Victoria Park,198
1280,17,View Heights,47
1281,17,Walnut,139
1282,17,Watts,455
1283,17,Wellington Square,52
1284,17,West Adams,585
1285,17,West Covina,610
1286,17,West Hills,286
1287,17,West Hollywood,879
1288,17,West Los Angeles,377
1289,17,West Vernon,976
1290,17,West Whittier/Los Nietos,180
1291,17,Westchester,382
1292,17,Westlake,1233
1293,17,Westlake Village,42
1294,17,Westwood,297
1295,17,Whittier,612
1296,17,Wholesale District,386
1297,17,Willowbrook,367
1298,17,Wilmington,455
1299,17,Wilshire Center,564
1300,17,Winnetka,707
1301,17,Woodland Hills,678
1302,18,Acton,162
1303,18,Adams-Normandie,187
1304,18,Alsace,204
1305,18,Altadena,470
1306,18,Angeles National Forest,0
1307,18,Angelino Heights,57
1308,18,Arleta,731
1309,18,Atwater Village,193
1310,18,Avalon,14
1311,18,Azusa,271
1312,18,Baldwin Hills,423
1313,18,Baldwin Park,277
1314,18,Bassett,445
1315,18,Bel Air,200
1316,18,Bell,528
1317,18,Bell Gardens,524
1318,18,Bellflower,780
1319,18,Beverly Crest,224
1320,18,Beverly Hills,750
1321,18,Beverlywood,218
1322,18,Boyle Heights,1385
1323,18,Bradbury,7
1324,18,Brentwood,451
1325,18,Brookside,0
1326,18,Burbank,1664
1327,18,Cadillac-Corning,128
1328,18,Calabasas,255
1329,18,Canoga Park,1794
1330,18,Canyon Country,262
1331,18,Carson,2146
1332,18,Carthay,461
1333,18,Castaic,139
1334,18,Central,832
1335,18,Century City,210
1336,18,Century Palms/Cove,628
1337,18,Cerritos,360
1338,18,Chatsworth,621
1339,18,Cheviot Hills,120
1340,18,Chinatown,63
1341,18,Claremont,164
1342,18,Cloverdale/Cochran,251
1343,18,Commerce,82
1344,18,Compton,1597
1345,18,Country Club Park,431
1346,18,Covina,885
1347,18,Crenshaw District,323
1348,18,Crestview,438
1349,18,Cudahy,490
1350,18,Culver City,723
1351,18,Del Rey,340
1352,18,Diamond Bar,238
1353,18,Downey,1504
1354,18,Downtown,450
1355,18,Duarte,575
1356,18,Eagle Rock,608
1357,18,East Hollywood,870
1358,18,East Los Angeles,2582
1359,18,Echo Park,124
1360,18,El Monte,1053
1361,18,El Segundo,288
1362,18,El Sereno,652
1363,18,Elysian Park,63
1364,18,Elysian Valley,151
1365,18,Encino,577
1366,18,Exposition,28
1367,18,Exposition Park,918
1368,18,Faircrest Heights,14
1369,18,Figueroa Park Square,140
1370,18,Florence-Firestone,2567
1371,18,Gardena,1075
1372,18,Glassell Park,739
1373,18,Glendale,3892
1374,18,Glendora,315
1375,18,Gramercy Place,200
1376,18,Granada Hills,804
1377,18,Green Meadows,394
1378,18,Hacienda Heights,351
1379,18,Hancock Park,446
1380,18,Harbor City,324
1381,18,Harbor Gateway,471
1382,18,Harbor Pines,0
1383,18,Harvard Heights,399
1384,18,Harvard Park,858
1385,18,Hawaiian Gardens,66
1386,18,Hawthorne,1620
1387,18,Hermosa Beach,161
1388,18,Hidden Hills,0
1389,18,Highland Park,611
1390,18,Historic Filipinotown,419
1391,18,Hollywood,1322
1392,18,Hollywood Hills,415
1393,18,Huntington Park,1010
1394,18,Hyde Park,440
1395,18,Industry,7
1396,18,Inglewood,2218
1397,18,Irwindale,14
1398,18,Jefferson Park,141
1399,18,Koreatown,929
1400,18,La Canada Flintridge,370
1401,18,La Habra Heights,14
1402,18,La Mirada,466
1403,18,La Puente,277
1404,18,La Verne,122
1405,18,Lafayette Square,92
1406,18,Lake Balboa,603
1407,18,Lake Los Angeles,212
1408,18,Lakeview Terrace,365
1409,18,Lakewood,558
1410,18,Lancaster,2312
1411,18,Lawndale,459
1412,18,Leimert Park,221
1413,18,Lincoln Heights,505
1414,18,Little Armenia,612
1415,18,Little Bangladesh,494
1416,18,Little Tokyo,32
1417,18,Lomita,234
1418,18,Longwood,102
1419,18,Los Feliz,230
1420,18,Lynwood,1261
1421,18,Malibu,206
1422,18,Manchester Square,91
1423,18,Mandeville Canyon,7
1424,18,Manhattan Beach,461
1425,18,Mar Vista,372
1426,18,Marina Peninsula,63
1427,18,Maywood,452
1428,18,Melrose,2354
1429,18,Mid-city,258
1430,18,Miracle Mile,250
1431,18,Mission Hills,499
1432,18,Monrovia,315
1433,18,Montebello,916
1434,18,Monterey Park,508
1435,18,Mt. Washington,301
1436,18,North Hills,1094
1437,18,North Hollywood,2434
1438,18,Northridge,1138
1439,18,Norwalk,1303
1440,18,Pacific Palisades,259
1441,18,Pacoima,1764
1442,18,Palisades Highlands,21
1443,18,Palmdale,2829
1444,18,Palms,812
1445,18,Palos Verdes Estates,259
1446,18,Panorama City,1967
1447,18,Paramount,902
1448,18,Park La Brea,79
1449,18,Pasadena,97
1450,18,Pico Rivera,1174
1451,18,Pico-Union,1487
1452,18,Playa Del Rey,7
1453,18,Playa Vista,215
1454,18,Pomona,1180
1455,18,Porter Ranch,376
1456,18,Rancho Palos Verdes,405
1457,18,Rancho Park,79
1458,18,Redondo Beach,740
1459,18,Regent Square,17
1460,18,Reseda,1416
1461,18,Reseda Ranch,135
1462,18,Reynier Village,56
1463,18,Rolling Hills,10
1464,18,Rolling Hills Estates,91
1465,18,Rosemead,239
1466,18,Rowland Heights,358
1467,18,San Dimas,197
1468,18,San Fernando,614
1469,18,San Gabriel,208
1470,18,San Marino,77
1471,18,San Pedro,2794
1472,18,Santa Clarita,2529
1473,18,Santa Fe Springs,157
1474,18,Santa Monica,1126
1475,18,Santa Monica Mountains,5940
1476,18,Shadow Hills,66
1477,18,Sherman Oaks,874
1478,18,Sierra Madre,35
1479,18,Signal Hill,51
1480,18,Silverlake,791
1481,18,South Carthay,167
1482,18,South El Monte,246
1483,18,South Gate,1698
1484,18,South Park,821
1485,18,South Pasadena,545
1486,18,South Whittier,481
1487,18,St Elmo Village,105
1488,18,Stevenson Ranch,405
1489,18,Studio City,277
1490,18,Sun Valley,855
1491,18,Sunland,615
1492,18,Sycamore Square,4
1493,18,Sylmar,2274
1494,18,Tarzana,523
1495,18,Temple City,343
1496,18,Temple-Beaudry,1079
1497,18,Thai Town,88
1498,18,Toluca Lake,66
1499,18,Toluca Terrace,14
1500,18,Toluca Woods,21
1501,18,Torrance,1819
1502,18,Tujunga,470
1503,18,University Hills,43
1504,18,University Park,561
1505,18,Valinda,345
1506,18,Valley Glen,603
1507,18,Valley Village,747
1508,18,Van Nuys,2017
1509,18,Venice,329
1510,18,Vermont Knolls,390
1511,18,Vermont Square,295
1512,18,Vermont Vista,787
1513,18,Vernon,3
1514,18,Vernon Central,1316
1515,18,Victoria Park,248
1516,18,View Heights,49
1517,18,Walnut,160
1518,18,Watts,660
1519,18,Wellington Square,77
1520,18,West Adams,803
1521,18,West Covina,896
1522,18,West Hills,374
1523,18,West Hollywood,954
1524,18,West Los Angeles,524
1525,18,West Vernon,1383
1526,18,West Whittier/Los Nietos,238
1527,18,Westchester,450
1528,18,Westlake,1719
1529,18,Westlake Village,42
1530,18,Westwood,337
1531,18,Whittier,848
1532,18,Wholesale District,731
1533,18,Willowbrook,507
1534,18,Wilmington,634
1535,18,Wilshire Center,765
1536,18,Winnetka,1059
1537,18,Woodland Hills,751
1538,19,Acton,199
1539,19,Adams-Normandie,219
1540,19,Agoura Hills,124
1541,19,Alhambra,547
1542,19,Alsace,231
1543,19,Altadena,591
1544,19,Angeles National Forest,0
1545,19,Angelino Heights,68
1546,19,Arcadia,300
1547,19,Arleta,1003
1548,19,Artesia,104
1549,19,Atwater Village,238
1550,19,Avalon,14
1551,19,Azusa,831
1552,19,Baldwin Hills,553
1553,19,Baldwin Park,894
1554,19,Bassett,529
1555,19,Bel Air,214
1556,19,Bell,1010
1557,19,Bell Gardens,868
1558,19,Bellflower,1147
1559,19,Beverly Crest,235
1560,19,Beverly Hills,811
1561,19,Beverlywood,231
1562,19,Boyle Heights,1925
1563,19,Bradbury,9
1564,19,Brentwood,469
1565,19,Brookside,0
1566,19,Burbank,1994
1567,19,Cadillac-Corning,146
1568,19,Calabasas,324
1569,19,Canoga Park,2490
1570,19,Canyon Country,306
1571,19,Carson,2533
1572,19,Carthay,479
1573,19,Castaic,596
1574,19,Central,1168
1575,19,Century City,212
1576,19,Century Palms/Cove,817
1577,19,Cerritos,440
1578,19,Chatsworth,793
1579,19,Cheviot Hills,126
1580,19,Chinatown,67
1581,19,Claremont,191
1582,19,Cloverdale/Cochran,297
1583,19,Commerce,104
1584,19,Compton,2009
1585,19,Country Club Park,516
1586,19,Covina,1082
1587,19,Crenshaw District,380
1588,19,Crestview,488
1589,19,Cudahy,639
1590,19,Culver City,944
1591,19,Del Rey,399
1592,19,Diamond Bar,277
1593,19,Downey,1836
1594,19,Downtown,570
1595,19,Duarte,746
1596,19,Eagle Rock,753
1597,19,East Hollywood,1069
1598,19,East Los Angeles,3112
1599,19,Echo Park,176
1600,19,El Monte,1458
1601,19,El Segundo,335
1602,19,El Sereno,790
1603,19,Elysian Park,72
1604,19,Elysian Valley,182
1605,19,Encino,669
1606,19,Exposition,35
1607,19,Exposition Park,1075
1608,19,Faircrest Heights,25
1609,19,Figueroa Park Square,157
1610,19,Florence-Firestone,3483
1611,19,Gardena,1237
1612,19,Glassell Park,886
1613,19,Glendale,4779
1614,19,Glendora,431
1615,19,Gramercy Place,268
1616,19,Granada Hills,1018
1617,19,Green Meadows,585
1618,19,Hacienda Heights,438
1619,19,Hancock Park,479
1620,19,Harbor City,386
1621,19,Harbor Gateway,557
1622,19,Harbor Pines,17
1623,19,Harvard Heights,508
1624,19,Harvard Park,1136
1625,19,Hawaiian Gardens,76
1626,19,Hawthorne,2098
1627,19,Hermosa Beach,173
1628,19,Hidden Hills,2
1629,19,Highland Park,730
1630,19,Historic Filipinotown,530
1631,19,Hollywood,1447
1632,19,Hollywood Hills,469
1633,19,Huntington Park,1300
1634,19,Hyde Park,604
1635,19,Industry,30
1636,19,Inglewood,2777
1637,19,Irwindale,15
1638,19,Jefferson Park,160
1639,19,Koreatown,1161
1640,19,La Canada Flintridge,406
1641,19,La Habra Heights,25
1642,19,La Mirada,570
1643,19,La Puente,340
1644,19,La Verne,143
1645,19,Lafayette Square,98
1646,19,Lake Balboa,869
1647,19,Lake Los Angeles,285
1648,19,Lakeview Terrace,456
1649,19,Lakewood,673
1650,19,Lancaster,2868
1651,19,Lawndale,599
1652,19,Leimert Park,257
1653,19,Lincoln Heights,972
1654,19,Little Armenia,978
1655,19,Little Bangladesh,604
1656,19,Little Tokyo,56
1657,19,Lomita,276
1658,19,Longwood,116
1659,19,Los Feliz,253
1660,19,Lynwood,1688
1661,19,Malibu,219
1662,19,Manchester Square,110
1663,19,Mandeville Canyon,7
1664,19,Manhattan Beach,475
1665,19,Mar Vista,423
1666,19,Marina Peninsula,63
1667,19,Maywood,560
1668,19,Melrose,2783
1669,19,Mid-city,294
1670,19,Miracle Mile,256
1671,19,Mission Hills,617
1672,19,Monrovia,485
1673,19,Montebello,1289
1674,19,Monterey Park,667
1675,19,Mt. Washington,404
1676,19,North Hills,1566
1677,19,North Hollywood,3154
1678,19,Northridge,1408
1679,19,Norwalk,1613
1680,19,Pacific Palisades,270
1681,19,Pacoima,2652
1682,19,Palisades Highlands,21
1683,19,Palmdale,3395
1684,19,Palms,1049
1685,19,Palos Verdes Estates,275
1686,19,Panorama City,2769
1687,19,Paramount,1169
1688,19,Park La Brea,90
1689,19,Pasadena,144
1690,19,Pico Rivera,1669
1691,19,Pico-Union,2223
1692,19,Playa Del Rey,7
1693,19,Playa Vista,221
1694,19,Pomona,1617
1695,19,Porter Ranch,442
1696,19,Rancho Palos Verdes,499
1697,19,Rancho Park,84
1698,19,Redondo Beach,810
1699,19,Regent Square,21
1700,19,Reseda,2011
1701,19,Reseda Ranch,159
1702,19,Reynier Village,63
1703,19,Rolling Hills,14
1704,19,Rolling Hills Estates,91
1705,19,Rosemead,328
1706,19,Rowland Heights,450
1707,19,San Dimas,218
1708,19,San Fernando,851
1709,19,San Gabriel,292
1710,19,San Marino,88
1711,19,San Pedro,4523
1712,19,Santa Clarita,3179
1713,19,Santa Fe Springs,211
1714,19,Santa Monica,1394
1715,19,Santa Monica Mountains,8316
1716,19,Shadow Hills,63
1717,19,Sherman Oaks,1115
1718,19,Sierra Madre,37
1719,19,Signal Hill,61
1720,19,Silverlake,914
1721,19,South Carthay,174
1722,19,South El Monte,372
1723,19,South Gate,2062
1724,19,South Park,1057
1725,19,South Pasadena,681
1726,19,South Whittier,581
1727,19,St Elmo Village,159
1728,19,Stevenson Ranch,588
1729,19,Studio City,392
1730,19,Sun Valley,1232
1731,19,Sunland,750
1732,19,Sycamore Square,7
1733,19,Sylmar,3136
1734,19,Tarzana,593
1735,19,Temple City,436
1736,19,Temple-Beaudry,1320
1737,19,Thai Town,123
1738,19,Toluca Lake,84
1739,19,Toluca Terrace,16
1740,19,Toluca Woods,21
1741,19,Torrance,2136
1742,19,Tujunga,588
1743,19,University Hills,51
1744,19,University Park,692
1745,19,Valinda,421
1746,19,Valley Glen,661
1747,19,Valley Village,1004
1748,19,Van Nuys,2854
1749,19,Venice,365
1750,19,Vermont Knolls,497
1751,19,Vermont Square,415
1752,19,Vermont Vista,1110
1753,19,Vernon,7
1754,19,Vernon Central,1921
1755,19,Victoria Park,280
1756,19,View Heights,51
1757,19,Walnut,176
1758,19,Watts,920
1759,19,Wellington Square,108
1760,19,West Adams,985
1761,19,West Covina,1103
1762,19,West Hills,501
1763,19,West Hollywood,999
1764,19,West Los Angeles,578
1765,19,West Vernon,1764
1766,19,West Whittier/Los Nietos,348
1767,19,Westchester,525
1768,19,Westlake,2320
1769,19,Westlake Village,42
1770,19,Westwood,382
1771,19,Whittier,1128
1772,19,Wholesale District,1291
1773,19,Willowbrook,701
1774,19,Wilmington,835
1775,19,Wilshire Center,980
1776,19,Winnetka,1370
1777,19,Woodland Hills,890
1778,20,Acton,250
1779,20,Adams-Normandie,238
1780,20,Agoura Hills,227
1781,20,Alhambra,964
1782,20,Alsace,262
1783,20,Altadena,804
1784,20,Angeles National Forest,0
1785,20,Angelino Heights,79
1786,20,Arcadia,433
1787,20,Arleta,1271
1788,20,Artesia,125
1789,20,Atwater Village,268
1790,20,Avalon,14
1791,20,Azusa,1036
1792,20,Baldwin Hills,722
1793,20,Baldwin Park,1220
1794,20,Bassett,660
1795,20,Bel Air,223
1796,20,Bell,1217
1797,20,Bell Gardens,1050
1798,20,Bellflower,1522
1799,20,Beverly Crest,247
1800,20,Beverly Hills,856
1801,20,Beverlywood,238
1802,20,Boyle Heights,2532
1803,20,Bradbury,14
1804,20,Brentwood,501
1805,20,Brookside,0
1806,20,Burbank,2290
1807,20,Cadillac-Corning,172
1808,20,Calabasas,343
1809,20,Canoga Park,2822
1810,20,Canyon Country,365
1811,20,Carson,2933
1812,20,Carthay,493
1813,20,Castaic,1669
1814,20,Central,1505
1815,20,Century City,226
1816,20,Century Palms/Cove,996
1817,20,Cerritos,555
1818,20,Chatsworth,976
1819,20,Cheviot Hills,130
1820,20,Chinatown,87
1821,20,Claremont,210
1822,20,Cloverdale/Cochran,329
1823,20,Commerce,150
1824,20,Compton,2498
1825,20,Country Club Park,551
1826,20,Covina,1284
1827,20,Crenshaw District,425
1828,20,Crestview,540
1829,20,Cudahy,763
1830,20,Culver City,1181
1831,20,Del Rey,421
1832,20,Diamond Bar,322
1833,20,Downey,2443
1834,20,Downtown,656
1835,20,Duarte,871
1836,20,Eagle Rock,953
1837,20,East Hollywood,1248
1838,20,East Los Angeles,3668
1839,20,Echo Park,246
1840,20,El Monte,1991
1841,20,El Segundo,357
1842,20,El Sereno,892
1843,20,Elysian Park,84
1844,20,Elysian Valley,242
1845,20,Encino,748
1846,20,Exposition,41
1847,20,Exposition Park,1314
1848,20,Faircrest Heights,28
1849,20,Figueroa Park Square,177
1850,20,Florence-Firestone,4376
1851,20,Gardena,1392
1852,20,Glassell Park,1023
1853,20,Glendale,5595
1854,20,Glendora,589
1855,20,Gramercy Place,323
1856,20,Granada Hills,1376
1857,20,Green Meadows,711
1858,20,Hacienda Heights,550
1859,20,Hancock Park,501
1860,20,Harbor City,426
1861,20,Harbor Gateway,658
1862,20,Harbor Pines,43
1863,20,Harvard Heights,637
1864,20,Harvard Park,1351
1865,20,Hawaiian Gardens,125
1866,20,Hawthorne,2530
1867,20,Hermosa Beach,177
1868,20,Hidden Hills,7
1869,20,Highland Park,903
1870,20,Historic Filipinotown,634
1871,20,Hollywood,1575
1872,20,Hollywood Hills,518
1873,20,Huntington Park,1670
1874,20,Hyde Park,718
1875,20,Industry,73
1876,20,Inglewood,3165
1877,20,Irwindale,26
1878,20,Jefferson Park,193
1879,20,Koreatown,1405
1880,20,La Canada Flintridge,479
1881,20,La Habra Heights,49
1882,20,La Mirada,745
1883,20,La Puente,428
1884,20,La Verne,183
1885,20,Lafayette Square,106
1886,20,Lake Balboa,1004
1887,20,Lake Los Angeles,353
1888,20,Lakeview Terrace,549
1889,20,Lakewood,845
1890,20,Lancaster,3322
1891,20,Lawndale,678
1892,20,Leimert Park,302
1893,20,Lincoln Heights,1178
1894,20,Little Armenia,1148
1895,20,Little Bangladesh,695
1896,20,Little Tokyo,68
1897,20,Lomita,305
1898,20,Longwood,120
1899,20,Los Feliz,297
1900,20,Lynwood,2124
1901,20,Malibu,231
1902,20,Manchester Square,124
1903,20,Mandeville Canyon,7
1904,20,Manhattan Beach,503
1905,20,Mar Vista,470
1906,20,Marina Peninsula,63
1907,20,Maywood,798
1908,20,Melrose,3064
1909,20,Mid-city,306
1910,20,Miracle Mile,268
1911,20,Mission Hills,757
1912,20,Monrovia,758
1913,20,Montebello,1636
1914,20,Monterey Park,796
1915,20,Mt. Washington,468
1916,20,North Hills,2031
1917,20,North Hollywood,3690
1918,20,Northridge,1628
1919,20,Norwalk,1910
1920,20,Pacific Palisades,285
1921,20,Pacoima,3307
1922,20,Palisades Highlands,21
1923,20,Palmdale,3768
1924,20,Palms,1140
1925,20,Palos Verdes Estates,284
1926,20,Panorama City,3550
1927,20,Paramount,1333
1928,20,Park La Brea,100
1929,20,Pasadena,191
1930,20,Pico Rivera,2062
1931,20,Pico-Union,2791
1932,20,Playa Del Rey,12
1933,20,Playa Vista,240
1934,20,Pomona,1985
1935,20,Porter Ranch,473
1936,20,Rancho Palos Verdes,533
1937,20,Rancho Park,84
1938,20,Redondo Beach,847
1939,20,Regent Square,21
1940,20,Reseda,2520
1941,20,Reseda Ranch,172
1942,20,Reynier Village,65
1943,20,Rolling Hills,14
1944,20,Rolling Hills Estates,91
1945,20,Rosemead,430
1946,20,Rowland Heights,541
1947,20,San Dimas,264
1948,20,San Fernando,1020
1949,20,San Gabriel,511
1950,20,San Marino,125
1951,20,San Pedro,5438
1952,20,Santa Clarita,3797
1953,20,Santa Fe Springs,247
1954,20,Santa Monica,1583
1955,20,Santa Monica Mountains,9174
1956,20,Shadow Hills,65
1957,20,Sherman Oaks,1335
1958,20,Sierra Madre,53
1959,20,Signal Hill,101
1960,20,Silverlake,1045
1961,20,South Carthay,189
1962,20,South El Monte,510
1963,20,South Gate,2384
1964,20,South Park,1361
1965,20,South Pasadena,750
1966,20,South Whittier,697
1967,20,St Elmo Village,227
1968,20,Stevenson Ranch,285
1969,20,Studio City,452
1970,20,Sun Valley,1497
1971,20,Sunland,803
1972,20,Sycamore Square,7
1973,20,Sylmar,3862
1974,20,Tarzana,692
1975,20,Temple City,688
1976,20,Temple-Beaudry,1552
1977,20,Thai Town,164
1978,20,Toluca Lake,106
1979,20,Toluca Terrace,25
1980,20,Toluca Woods,21
1981,20,Torrance,2305
1982,20,Tujunga,663
1983,20,University Hills,60
1984,20,University Park,840
1985,20,Valinda,536
1986,20,Valley Glen,730
1987,20,Valley Village,1220
1988,20,Van Nuys,3505
1989,20,Venice,401
1990,20,Vermont Knolls,635
1991,20,Vermont Square,456
1992,20,Vermont Vista,1395
1993,20,Vernon,7
1994,20,Vernon Central,2435
1995,20,Victoria Park,311
1996,20,View Heights,56
1997,20,Walnut,213
1998,20,Watts,1103
1999,20,Wellington Square,115
2000,20,West Adams,1099
2001,20,West Covina,1345
2002,20,West Hills,658
2003,20,West Hollywood,1059
2004,20,West Los Angeles,600
2005,20,West Vernon,2149
2006,20,West Whittier/Los Nietos,515
2007,20,Westchester,570
2008,20,Westlake,3140
2009,20,Westlake Village,42
2010,20,Westwood,414
2011,20,Whittier,1450
2012,20,Wholesale District,2337
2013,20,Willowbrook,970
2014,20,Wilmington,985
2015,20,Wilshire Center,1156
2016,20,Winnetka,1555
2017,20,Woodland Hills,954
2018,21,Acton,284
2019,21,Adams-Normandie,280
2020,21,Agoura Hills,231
2021,21,Alhambra,1138
2022,21,Alsace,305
2023,21,Altadena,913
2024,21,Angeles National Forest,0
2025,21,Angelino Heights,98
2026,21,Arcadia,482
2027,21,Arleta,1555
2028,21,Artesia,162
2029,21,Atwater Village,307
2030,21,Avalon,14
2031,21,Azusa,1220
2032,21,Baldwin Hills,973
2033,21,Baldwin Park,1584
2034,21,Bassett,902
2035,21,Bel Air,230
2036,21,Bell,1582
2037,21,Bell Gardens,1344
2038,21,Bellflower,2025
2039,21,Beverly Crest,255
2040,21,Beverly Hills,885
2041,21,Beverlywood,236
2042,21,Boyle Heights,3392
2043,21,Bradbury,18
2044,21,Brentwood,520
2045,21,Brookside,0
2046,21,Burbank,2538
2047,21,Cadillac-Corning,188
2048,21,Calabasas,364
2049,21,Canoga Park,3081
2050,21,Canyon Country,420
2051,21,Carson,3249
2052,21,Carthay,503
2053,21,Castaic,2022
2054,21,Central,1982
2055,21,Century City,223
2056,21,Century Palms/Cove,1229
2057,21,Cerritos,685
2058,21,Chatsworth,1139
2059,21,Cheviot Hills,136
2060,21,Chinatown,108
2061,21,Claremont,232
2062,21,Cloverdale/Cochran,372
2063,21,Commerce,261
2064,21,Compton,3195
2065,21,Country Club Park,575
2066,21,Covina,1539
2067,21,Crenshaw District,463
2068,21,Crestview,557
2069,21,Cudahy,1007
2070,21,Culver City,1272
2071,21,Del Rey,456
2072,21,Diamond Bar,371
2073,21,Downey,3389
2074,21,Downtown,792
2075,21,Duarte,971
2076,21,Eagle Rock,1052
2077,21,East Hollywood,1394
2078,21,East Los Angeles,4589
2079,21,Echo Park,286
2080,21,El Monte,2593
2081,21,El Segundo,395
2082,21,El Sereno,997
2083,21,Elysian Park,104
2084,21,Elysian Valley,295
2085,21,Encino,806
2086,21,Exposition,47
2087,21,Exposition Park,1484
2088,21,Faircrest Heights,28
