,week,region,cases
3069,25,Highland Park,2505
3070,25,Historic Filipinotown,1320
3071,25,Hollywood,2530
3072,25,Hollywood Hills,675
3073,25,Huntington Park,5929
3074,25,Hyde Park,1462
3075,25,Industry,86
3076,25,Inglewood,5568
3077,25,Irwindale,38
3078,25,Jefferson Park,503
3079,25,Koreatown,2731
3080,25,La Canada Flintridge,709
3081,25,La Habra Heights,86
3082,25,La Mirada,1914
3083,25,La Puente,1829
3084,25,La Verne,435
3085,25,Lafayette Square,183
3086,25,Lake Balboa,1866
3087,25,Lake Los Angeles,685
3088,25,Lakeview Terrace,1168
3089,25,Lakewood,2108
3090,25,Lancaster,6081
3091,25,Lawndale,1612
3092,25,Leimert Park,541
3093,25,Lincoln Heights,2797
3094,25,Little Armenia,1624
3095,25,Little Bangladesh,1386
3096,25,Little Tokyo,239
3097,25,Lomita,423
3098,25,Longwood,227
3099,25,Los Feliz,467
3100,25,Lynwood,7025
3101,25,Malibu,299
3102,25,Manchester Square,252
3103,25,Mandeville Canyon,21
3104,25,Manhattan Beach,647
3105,25,Mar Vista,693
3106,25,Marina Peninsula,113
3107,25,Maywood,3369
3108,25,Melrose,5021
3109,25,Mid-city,1009
3110,25,Miracle Mile,351
3111,25,Mission Hills,1509
3112,25,Monrovia,1426
3113,25,Montebello,4491
3114,25,Monterey Park,1680
3115,25,Mt. Washington,952
3116,25,North Hills,4456
3117,25,North Hollywood,6738
3118,25,Northridge,3222
3119,25,Norwalk,5523
3120,25,Pacific Palisades,438
3121,25,Pacoima,7451
3122,25,Palisades Highlands,56
3123,25,Palmdale,6943
3124,25,Palms,1638
3125,25,Palos Verdes Estates,327
3126,25,Panorama City,7547
3127,25,Paramount,4189
3128,25,Park La Brea,177
3129,25,Pasadena,582
3130,25,Pico Rivera,5174
3131,25,Pico-Union,5521
3132,25,Playa Del Rey,35
3133,25,Playa Vista,392
3134,25,Pomona,6598
3135,25,Porter Ranch,816
3136,25,Rancho Palos Verdes,804
3137,25,Rancho Park,141
3138,25,Redondo Beach,1170
3139,25,Regent Square,79
3140,25,Reseda,5564
3141,25,Reseda Ranch,236
3142,25,Reynier Village,117
3143,25,Rolling Hills,14
3144,25,Rolling Hills Estates,125
3145,25,Rosemead,1226
3146,25,Rowland Heights,1438
3147,25,San Dimas,691
3148,25,San Fernando,1769
3149,25,San Gabriel,1332
3150,25,San Marino,170
3151,25,San Pedro,7695
3152,25,Santa Clarita,6495
3153,25,Santa Fe Springs,742
3154,25,Santa Monica,2419
3155,25,Santa Monica Mountains,14058
3156,25,Shadow Hills,98
3157,25,Sherman Oaks,2108
3158,25,Sierra Madre,160
3159,25,Signal Hill,394
3160,25,Silverlake,1621
3161,25,South Carthay,293
3162,25,South El Monte,1882
3163,25,South Gate,8286
3164,25,South Park,4606
3165,25,South Pasadena,974
3166,25,South Whittier,2158
3167,25,St Elmo Village,369
3168,25,Stevenson Ranch,524
3169,25,Studio City,639
3170,25,Sun Valley,2927
3171,25,Sunland,1343
3172,25,Sycamore Square,7
3173,25,Sylmar,7537
3174,25,Tarzana,2092
3175,25,Temple City,1389
3176,25,Temple-Beaudry,3128
3177,25,Thai Town,319
3178,25,Toluca Lake,164
3179,25,Toluca Terrace,56
3180,25,Toluca Woods,21
3181,25,Torrance,3305
3182,25,Tujunga,1046
3183,25,University Hills,116
3184,25,University Park,2030
3185,25,Valinda,2234
3186,25,Valley Glen,1260
3187,25,Valley Village,1800
3188,25,Van Nuys,7055
3189,25,Venice,538
3190,25,Vermont Knolls,1795
3191,25,Vermont Square,874
3192,25,Vermont Vista,4063
3193,25,Vernon,35
3194,25,Vernon Central,7017
3195,25,Victoria Park,514
3196,25,View Heights,80
3197,25,Walnut,469
3198,25,Watts,3576
3199,25,Wellington Square,257
3200,25,West Adams,2332
3201,25,West Covina,4185
3202,25,West Hills,1320
3203,25,West Hollywood,1471
3204,25,West Los Angeles,964
3205,25,West Vernon,5010
3206,25,West Whittier/Los Nietos,1828
3207,25,Westchester,895
3208,25,Westlake,7802
3209,25,Westlake Village,49
3210,25,Westwood,688
3211,25,Whittier,3590
3212,25,Wholesale District,6807
3213,25,Willowbrook,3431
3214,25,Wilmington,2993
3215,25,Wilshire Center,2463
3216,25,Winnetka,2684
3217,25,Woodland Hills,1530
3218,26,Acton,539
3219,26,Adams-Normandie,649
3220,26,Agoura Hills,347
3221,26,Alhambra,2678
3222,26,Alsace,960
3223,26,Altadena,1496
3224,26,Angeles National Forest,14
3225,26,Angelino Heights,160
3226,26,Arcadia,1021
3227,26,Arleta,3019
3228,26,Artesia,633
3229,26,Atwater Village,485
3230,26,Avalon,28
3231,26,Azusa,3545
3232,26,Baldwin Hills,1759
3233,26,Baldwin Park,5205
3234,26,Bassett,2986
3235,26,Bel Air,303
3236,26,Bell,4206
3237,26,Bell Gardens,4279
3238,26,Bellflower,5222
3239,26,Beverly Crest,362
3240,26,Beverly Hills,1467
3241,26,Beverlywood,382
3242,26,Boyle Heights,10784
3243,26,Bradbury,40
3244,26,Brentwood,739
3245,26,Brookside,7
3246,26,Burbank,3721
3247,26,Cadillac-Corning,317
3248,26,Calabasas,784
3249,26,Canoga Park,5131
3250,26,Canyon Country,606
3251,26,Carson,5509
3252,26,Carthay,743
3253,26,Castaic,12303
3254,26,Central,6183
3255,26,Century City,352
3256,26,Century Palms/Cove,3702
3257,26,Cerritos,1390
3258,26,Chatsworth,1863
3259,26,Cheviot Hills,210
3260,26,Chinatown,236
3261,26,Claremont,640
3262,26,Cloverdale/Cochran,844
3263,26,Commerce,1216
3264,26,Compton,9972
3265,26,Country Club Park,983
3266,26,Covina,3781
3267,26,Crenshaw District,777
3268,26,Crestview,774
3269,26,Cudahy,2921
3270,26,Culver City,1940
3271,26,Del Rey,769
3272,26,Diamond Bar,871
3273,26,Downey,9556
3274,26,Downtown,1746
3275,26,Duarte,1784
3276,26,Eagle Rock,2041
3277,26,East Hollywood,2117
3278,26,East Los Angeles,15430
3279,26,Echo Park,549
3280,26,El Monte,9244
3281,26,El Segundo,704
3282,26,El Sereno,2711
3283,26,Elysian Park,164
3284,26,Elysian Valley,728
3285,26,Encino,1272
3286,26,Exposition,141
3287,26,Exposition Park,3016
3288,26,Faircrest Heights,70
3289,26,Figueroa Park Square,635
3290,26,Florence-Firestone,15764
3291,26,Gardena,3199
3292,26,Glassell Park,1947
3293,26,Glendale,9294
3294,26,Glendora,1905
3295,26,Gramercy Place,702
3296,26,Granada Hills,3517
3297,26,Green Meadows,2200
3298,26,Hacienda Heights,2039
3299,26,Hancock Park,788
3300,26,Harbor City,1239
3301,26,Harbor Gateway,1870
3302,26,Harbor Pines,63
3303,26,Harvard Heights,1427
3304,26,Harvard Park,3772
3305,26,Hawaiian Gardens,1106
3306,26,Hawthorne,5947
3307,26,Hermosa Beach,446
3308,26,Hidden Hills,28
3309,26,Highland Park,2924
3310,26,Historic Filipinotown,1429
3311,26,Hollywood,2900
3312,26,Hollywood Hills,751
3313,26,Huntington Park,7227
3314,26,Hyde Park,1678
3315,26,Industry,93
3316,26,Inglewood,6456
3317,26,Irwindale,75
3318,26,Jefferson Park,589
3319,26,Koreatown,3123
3320,26,La Canada Flintridge,812
3321,26,La Habra Heights,95
3322,26,La Mirada,2234
3323,26,La Puente,2538
3324,26,La Verne,718
3325,26,Lafayette Square,206
3326,26,Lake Balboa,2122
3327,26,Lake Los Angeles,905
3328,26,Lakeview Terrace,1490
3329,26,Lakewood,2614
3330,26,Lancaster,7187
3331,26,Lawndale,1784
3332,26,Leimert Park,635
3333,26,Lincoln Heights,3109
3334,26,Little Armenia,1680
3335,26,Little Bangladesh,1541
3336,26,Little Tokyo,239
3337,26,Lomita,516
3338,26,Longwood,292
3339,26,Los Feliz,520
3340,26,Lynwood,8289
3341,26,Malibu,338
3342,26,Manchester Square,312
3343,26,Mandeville Canyon,21
3344,26,Manhattan Beach,774
3345,26,Mar Vista,794
3346,26,Marina Peninsula,133
3347,26,Maywood,3965
3348,26,Melrose,5619
3349,26,Mid-city,1064
3350,26,Miracle Mile,413
3351,26,Mission Hills,1725
3352,26,Monrovia,1805
3353,26,Montebello,5495
3354,26,Monterey Park,2017
3355,26,Mt. Washington,1102
3356,26,North Hills,4983
3357,26,North Hollywood,7755
3358,26,Northridge,3746
3359,26,Norwalk,6777
3360,26,Pacific Palisades,440
3361,26,Pacoima,8364
3362,26,Palisades Highlands,62
3363,26,Palmdale,8048
3364,26,Palms,1834
3365,26,Palos Verdes Estates,342
3366,26,Panorama City,8266
3367,26,Paramount,5088
3368,26,Park La Brea,225
3369,26,Pasadena,699
3370,26,Pico Rivera,5927
3371,26,Pico-Union,6122
3372,26,Playa Del Rey,37
3373,26,Playa Vista,443
3374,26,Pomona,8727
3375,26,Porter Ranch,941
3376,26,Rancho Palos Verdes,885
3377,26,Rancho Park,164
3378,26,Redondo Beach,1288
3379,26,Regent Square,91
3380,26,Reseda,6169
3381,26,Reseda Ranch,250
3382,26,Reynier Village,144
3383,26,Rolling Hills,14
3384,26,Rolling Hills Estates,149
3385,26,Rosemead,1494
3386,26,Rowland Heights,1661
3387,26,San Dimas,882
3388,26,San Fernando,1927
3389,26,San Gabriel,1497
3390,26,San Marino,185
3391,26,San Pedro,8207
3392,26,Santa Clarita,7239
3393,26,Santa Fe Springs,882
3394,26,Santa Monica,2654
3395,26,Santa Monica Mountains,17688
3396,26,Shadow Hills,117
3397,26,Sherman Oaks,2387
3398,26,Sierra Madre,196
3399,26,Signal Hill,535
3400,26,Silverlake,1836
3401,26,South Carthay,315
3402,26,South El Monte,2377
3403,26,South Gate,10392
3404,26,South Park,5420
3405,26,South Pasadena,1054
3406,26,South Whittier,2822
3407,26,St Elmo Village,402
3408,26,Stevenson Ranch,615
3409,26,Studio City,697
3410,26,Sun Valley,3312
3411,26,Sunland,1453
3412,26,Sycamore Square,7
3413,26,Sylmar,8320
3414,26,Tarzana,2266
3415,26,Temple City,1556
3416,26,Temple-Beaudry,3582
3417,26,Thai Town,361
3418,26,Toluca Lake,187
3419,26,Toluca Terrace,56
3420,26,Toluca Woods,24
3421,26,Torrance,3691
3422,26,Tujunga,1192
3423,26,University Hills,129
3424,26,University Park,2289
3425,26,Valinda,2711
3426,26,Valley Glen,1429
3427,26,Valley Village,1993
3428,26,Van Nuys,7951
3429,26,Venice,608
3430,26,Vermont Knolls,2159
3431,26,Vermont Square,1002
3432,26,Vermont Vista,4896
3433,26,Vernon,58
3434,26,Vernon Central,8346
3435,26,Victoria Park,569
3436,26,View Heights,101
3437,26,Walnut,579
3438,26,Watts,4383
3439,26,Wellington Square,288
3440,26,West Adams,2627
3441,26,West Covina,5466
3442,26,West Hills,1487
3443,26,West Hollywood,1649
3444,26,West Los Angeles,1311
3445,26,West Vernon,5929
3446,26,West Whittier/Los Nietos,2187
3447,26,Westchester,1042
3448,26,Westlake,8900
3449,26,Westlake Village,53
3450,26,Westwood,810
3451,26,Whittier,4301
3452,26,Wholesale District,7626
3453,26,Willowbrook,3740
3454,26,Wilmington,3575
3455,26,Wilshire Center,2923
3456,26,Winnetka,3041
3457,26,Woodland Hills,1837
3458,27,Acton,653
3459,27,Adams-Normandie,730
3460,27,Agoura Hills,423
3461,27,Alhambra,3321
3462,27,Alsace,1087
3463,27,Altadena,1734
3464,27,Angeles National Forest,14
3465,27,Angelino Heights,169
3466,27,Arcadia,1240
3467,27,Arleta,3563
3468,27,Artesia,775
3469,27,Atwater Village,600
3470,27,Avalon,61
3471,27,Azusa,4464
3472,27,Baldwin Hills,1995
3473,27,Baldwin Park,6738
3474,27,Bassett,3703
3475,27,Bel Air,335
3476,27,Bell,4760
3477,27,Bell Gardens,5067
3478,27,Bellflower,6442
3479,27,Beverly Crest,397
3480,27,Beverly Hills,1795
3481,27,Beverlywood,436
3482,27,Boyle Heights,12756
3483,27,Bradbury,42
3484,27,Brentwood,845
3485,27,Brookside,7
3486,27,Burbank,4143
3487,27,Cadillac-Corning,350
3488,27,Calabasas,915
3489,27,Canoga Park,5745
3490,27,Canyon Country,705
3491,27,Carson,6259
3492,27,Carthay,884
3493,27,Castaic,12547
3494,27,Central,7092
3495,27,Century City,378
3496,27,Century Palms/Cove,4356
3497,27,Cerritos,1643
3498,27,Chatsworth,2064
3499,27,Cheviot Hills,228
3500,27,Chinatown,286
3501,27,Claremont,800
3502,27,Cloverdale/Cochran,954
3503,27,Commerce,1456
3504,27,Compton,12117
3505,27,Country Club Park,1043
3506,27,Covina,4923
3507,27,Crenshaw District,898
3508,27,Crestview,865
3509,27,Cudahy,3320
3510,27,Culver City,2205
3511,27,Del Rey,970
3512,27,Diamond Bar,1265
3513,27,Downey,11753
3514,27,Downtown,2213
3515,27,Duarte,2138
3516,27,Eagle Rock,2308
3517,27,East Hollywood,2404
3518,27,East Los Angeles,18231
3519,27,Echo Park,598
3520,27,El Monte,11275
3521,27,El Segundo,910
3522,27,El Sereno,3174
3523,27,Elysian Park,192
3524,27,Elysian Valley,834
3525,27,Encino,1556
3526,27,Exposition,239
3527,27,Exposition Park,3601
3528,27,Faircrest Heights,81
3529,27,Figueroa Park Square,740
3530,27,Florence-Firestone,18746
3531,27,Gardena,3700
3532,27,Glassell Park,2156
3533,27,Glendale,10319
3534,27,Glendora,2566
3535,27,Gramercy Place,742
3536,27,Granada Hills,3812
3537,27,Green Meadows,2514
3538,27,Hacienda Heights,2642
3539,27,Hancock Park,936
3540,27,Harbor City,1443
3541,27,Harbor Gateway,2244
3542,27,Harbor Pines,63
3543,27,Harvard Heights,1670
3544,27,Harvard Park,4326
3545,27,Hawaiian Gardens,1315
3546,27,Hawthorne,6976
3547,27,Hermosa Beach,561
3548,27,Hidden Hills,28
3549,27,Highland Park,3373
3550,27,Historic Filipinotown,1545
3551,27,Hollywood,3414
3552,27,Hollywood Hills,884
3553,27,Huntington Park,8605
3554,27,Hyde Park,2012
3555,27,Industry,92
3556,27,Inglewood,7530
3557,27,Irwindale,110
3558,27,Jefferson Park,741
3559,27,Koreatown,3536
3560,27,La Canada Flintridge,955
3561,27,La Habra Heights,109
3562,27,La Mirada,2669
3563,27,La Puente,3355
3564,27,La Verne,976
3565,27,Lafayette Square,246
3566,27,Lake Balboa,2501
3567,27,Lake Los Angeles,1126
3568,27,Lakeview Terrace,1770
3569,27,Lakewood,3299
3570,27,Lancaster,8610
3571,27,Lawndale,2014
3572,27,Leimert Park,806
3573,27,Lincoln Heights,3552
3574,27,Little Armenia,1794
3575,27,Little Bangladesh,1713
3576,27,Little Tokyo,263
3577,27,Lomita,622
3578,27,Longwood,359
3579,27,Los Feliz,582
3580,27,Lynwood,9665
3581,27,Malibu,369
3582,27,Manchester Square,366
3583,27,Mandeville Canyon,21
3584,27,Manhattan Beach,995
3585,27,Mar Vista,924
3586,27,Marina Peninsula,140
3587,27,Maywood,4491
3588,27,Melrose,6487
3589,27,Mid-city,1169
3590,27,Miracle Mile,500
3591,27,Mission Hills,2056
3592,27,Monrovia,2168
3593,27,Montebello,6700
3594,27,Monterey Park,2378
3595,27,Mt. Washington,1360
3596,27,North Hills,5574
3597,27,North Hollywood,9115
3598,27,Northridge,4207
3599,27,Norwalk,8531
3600,27,Pacific Palisades,517
3601,27,Pacoima,9423
3602,27,Palisades Highlands,63
3603,27,Palmdale,9406
3604,27,Palms,2072
3605,27,Palos Verdes Estates,368
3606,27,Panorama City,8905
3607,27,Paramount,6268
3608,27,Park La Brea,280
3609,27,Pasadena,828
3610,27,Pico Rivera,6994
3611,27,Pico-Union,6693
3612,27,Playa Del Rey,44
3613,27,Playa Vista,505
3614,27,Pomona,11295
3615,27,Porter Ranch,1035
3616,27,Rancho Palos Verdes,1001
3617,27,Rancho Park,199
3618,27,Redondo Beach,1550
3619,27,Regent Square,111
3620,27,Reseda,6888
3621,27,Reseda Ranch,280
3622,27,Reynier Village,154
3623,27,Rolling Hills,14
3624,27,Rolling Hills Estates,165
3625,27,Rosemead,1896
3626,27,Rowland Heights,1952
3627,27,San Dimas,1154
3628,27,San Fernando,2177
3629,27,San Gabriel,1761
3630,27,San Marino,212
3631,27,San Pedro,8801
3632,27,Santa Clarita,8675
3633,27,Santa Fe Springs,1221
3634,27,Santa Monica,2937
3635,27,Santa Monica Mountains,23034
3636,27,Shadow Hills,144
3637,27,Sherman Oaks,2855
3638,27,Sierra Madre,222
3639,27,Signal Hill,723
3640,27,Silverlake,2128
3641,27,South Carthay,364
3642,27,South El Monte,2809
3643,27,South Gate,12594
3644,27,South Park,6197
3645,27,South Pasadena,1150
3646,27,South Whittier,3869
3647,27,St Elmo Village,459
3648,27,Stevenson Ranch,754
3649,27,Studio City,806
3650,27,Sun Valley,3909
3651,27,Sunland,1591
3652,27,Sycamore Square,7
3653,27,Sylmar,9441
3654,27,Tarzana,2473
3655,27,Temple City,1776
3656,27,Temple-Beaudry,4082
3657,27,Thai Town,440
3658,27,Toluca Lake,235
3659,27,Toluca Terrace,56
3660,27,Toluca Woods,28
3661,27,Torrance,4217
3662,27,Tujunga,1319
3663,27,University Hills,150
3664,27,University Park,2559
3665,27,Valinda,3315
3666,27,Valley Glen,1596
3667,27,Valley Village,2126
3668,27,Van Nuys,8727
3669,27,Venice,677
3670,27,Vermont Knolls,2473
3671,27,Vermont Square,1154
3672,27,Vermont Vista,5726
3673,27,Vernon,95
3674,27,Vernon Central,9606
3675,27,Victoria Park,634
3676,27,View Heights,104
3677,27,Walnut,740
3678,27,Watts,5203
3679,27,Wellington Square,350
3680,27,West Adams,2969
3681,27,West Covina,7252
3682,27,West Hills,1674
3683,27,West Hollywood,1918
3684,27,West Los Angeles,1616
3685,27,West Vernon,6926
3686,27,West Whittier/Los Nietos,2610
3687,27,Westchester,1224
3688,27,Westlake,9791
3689,27,Westlake Village,64
3690,27,Westwood,967
3691,27,Whittier,5618
3692,27,Wholesale District,8875
3693,27,Willowbrook,5079
3694,27,Wilmington,4343
3695,27,Wilshire Center,3388
3696,27,Winnetka,3531
3697,27,Woodland Hills,2238
3698,28,Acton,787
3699,28,Adams-Normandie,844
3700,28,Agoura Hills,491
3701,28,Alhambra,3965
3702,28,Alsace,1329
3703,28,Altadena,2061
3704,28,Angeles National Forest,14
3705,28,Angelino Heights,196
3706,28,Arcadia,1482
3707,28,Arleta,4082
3708,28,Artesia,959
3709,28,Atwater Village,723
3710,28,Avalon,71
3711,28,Azusa,5601
3712,28,Baldwin Hills,2218
3713,28,Baldwin Park,8359
3714,28,Bassett,4665
3715,28,Bel Air,358
3716,28,Bell,5323
3717,28,Bell Gardens,6097
3718,28,Bellflower,7868
3719,28,Beverly Crest,435
3720,28,Beverly Hills,2389
3721,28,Beverlywood,535
3722,28,Boyle Heights,14702
3723,28,Bradbury,49
3724,28,Brentwood,976
3725,28,Brookside,7
3726,28,Burbank,4673
3727,28,Cadillac-Corning,393
3728,28,Calabasas,1004
3729,28,Canoga Park,6247
3730,28,Canyon Country,820
3731,28,Carson,7215
3732,28,Carthay,957
3733,28,Castaic,12679
3734,28,Central,7973
3735,28,Century City,433
3736,28,Century Palms/Cove,5194
3737,28,Cerritos,1944
3738,28,Chatsworth,2310
3739,28,Cheviot Hills,267
3740,28,Chinatown,331
3741,28,Claremont,1050
3742,28,Cloverdale/Cochran,1113
3743,28,Commerce,1766
3744,28,Compton,14349
3745,28,Country Club Park,1187
3746,28,Covina,6204
3747,28,Crenshaw District,1044
3748,28,Crestview,900
3749,28,Cudahy,3807
3750,28,Culver City,2445
3751,28,Del Rey,1127
3752,28,Diamond Bar,1639
3753,28,Downey,14278
3754,28,Downtown,2588
3755,28,Duarte,2556
3756,28,Eagle Rock,2603
3757,28,East Hollywood,2660
3758,28,East Los Angeles,20855
3759,28,Echo Park,655
3760,28,El Monte,13608
3761,28,El Segundo,1097
3762,28,El Sereno,3702
3763,28,Elysian Park,266
3764,28,Elysian Valley,925
3765,28,Encino,1801
3766,28,Exposition,294
3767,28,Exposition Park,4148
3768,28,Faircrest Heights,124
3769,28,Figueroa Park Square,914
3770,28,Florence-Firestone,21442
3771,28,Gardena,4212
3772,28,Glassell Park,2336
3773,28,Glendale,11495
3774,28,Glendora,3491
3775,28,Gramercy Place,845
3776,28,Granada Hills,4110
3777,28,Green Meadows,2927
3778,28,Hacienda Heights,3331
3779,28,Hancock Park,1015
3780,28,Harbor City,1696
3781,28,Harbor Gateway,2732
3782,28,Harbor Pines,66
3783,28,Harvard Heights,1954
3784,28,Harvard Park,5055
3785,28,Hawaiian Gardens,1582
3786,28,Hawthorne,8265
3787,28,Hermosa Beach,726
3788,28,Hidden Hills,35
3789,28,Highland Park,3718
3790,28,Historic Filipinotown,1678
3791,28,Hollywood,3949
3792,28,Hollywood Hills,1048
3793,28,Huntington Park,9952
3794,28,Hyde Park,2427
3795,28,Industry,106
3796,28,Inglewood,8591
3797,28,Irwindale,178
3798,28,Jefferson Park,940
3799,28,Koreatown,3925
3800,28,La Canada Flintridge,1054
3801,28,La Habra Heights,124
3802,28,La Mirada,3301
3803,28,La Puente,4274
3804,28,La Verne,1263
3805,28,Lafayette Square,278
3806,28,Lake Balboa,2820
3807,28,Lake Los Angeles,1337
3808,28,Lakeview Terrace,2086
3809,28,Lakewood,3999
3810,28,Lancaster,10107
3811,28,Lawndale,2427
3812,28,Leimert Park,954
3813,28,Lincoln Heights,4097
3814,28,Little Armenia,1865
3815,28,Little Bangladesh,1893
3816,28,Little Tokyo,284
3817,28,Lomita,757
3818,28,Longwood,426
3819,28,Los Feliz,659
3820,28,Lynwood,11276
3821,28,Malibu,412
3822,28,Manchester Square,433
3823,28,Mandeville Canyon,28
3824,28,Manhattan Beach,1274
3825,28,Mar Vista,1086
3826,28,Marina Peninsula,144
3827,28,Maywood,4956
3828,28,Melrose,7141
3829,28,Mid-city,1274
3830,28,Miracle Mile,614
3831,28,Mission Hills,2330
3832,28,Monrovia,2530
3833,28,Montebello,7703
3834,28,Monterey Park,2808
3835,28,Mt. Washington,1565
3836,28,North Hills,6153
3837,28,North Hollywood,10406
3838,28,Northridge,4742
3839,28,Norwalk,10307
3840,28,Pacific Palisades,579
3841,28,Pacoima,10607
3842,28,Palisades Highlands,78
3843,28,Palmdale,10996
3844,28,Palms,2311
3845,28,Palos Verdes Estates,409
3846,28,Panorama City,9551
3847,28,Paramount,7540
3848,28,Park La Brea,327
3849,28,Pasadena,1142
3850,28,Pico Rivera,8293
3851,28,Pico-Union,7342
3852,28,Playa Del Rey,71
3853,28,Playa Vista,658
3854,28,Pomona,13844
3855,28,Porter Ranch,1107
3856,28,Rancho Palos Verdes,1148
3857,28,Rancho Park,255
3858,28,Redondo Beach,1908
3859,28,Regent Square,112
3860,28,Reseda,7757
3861,28,Reseda Ranch,287
3862,28,Reynier Village,159
3863,28,Rolling Hills,22
3864,28,Rolling Hills Estates,194
3865,28,Rosemead,2363
3866,28,Rowland Heights,2314
3867,28,San Dimas,1490
3868,28,San Fernando,2473
3869,28,San Gabriel,2036
3870,28,San Marino,228
3871,28,San Pedro,9490
3872,28,Santa Clarita,10118
3873,28,Santa Fe Springs,1643
3874,28,Santa Monica,3311
3875,28,Santa Monica Mountains,27522
3876,28,Shadow Hills,166
3877,28,Sherman Oaks,3318
3878,28,Sierra Madre,285
3879,28,Signal Hill,857
3880,28,Silverlake,2397
3881,28,South Carthay,415
3882,28,South El Monte,3368
3883,28,South Gate,14769
3884,28,South Park,7107
3885,28,South Pasadena,1246
3886,28,South Whittier,5141
3887,28,St Elmo Village,502
3888,28,Stevenson Ranch,856
3889,28,Studio City,970
3890,28,Sun Valley,4525
3891,28,Sunland,1747
3892,28,Sycamore Square,7
3893,28,Sylmar,10562
3894,28,Tarzana,2697
3895,28,Temple City,2022
3896,28,Temple-Beaudry,4522
3897,28,Thai Town,522
3898,28,Toluca Lake,287
3899,28,Toluca Terrace,73
3900,28,Toluca Woods,41
3901,28,Torrance,4866
3902,28,Tujunga,1433
3903,28,University Hills,205
3904,28,University Park,2901
3905,28,Valinda,4124
3906,28,Valley Glen,1811
3907,28,Valley Village,2239
3908,28,Van Nuys,9623
3909,28,Venice,832
3910,28,Vermont Knolls,2788
3911,28,Vermont Square,1283
3912,28,Vermont Vista,6530
3913,28,Vernon,93
3914,28,Vernon Central,10891
3915,28,Victoria Park,721
3916,28,View Heights,137
3917,28,Walnut,921
3918,28,Watts,6014
3919,28,Wellington Square,387
3920,28,West Adams,3311
3921,28,West Covina,9159
3922,28,West Hills,1861
3923,28,West Hollywood,2172
3924,28,West Los Angeles,1924
3925,28,West Vernon,7872
3926,28,West Whittier/Los Nietos,3028
3927,28,Westchester,1500
3928,28,Westlake,10405
3929,28,Westlake Village,78
3930,28,Westwood,1115
3931,28,Whittier,7115
3932,28,Wholesale District,10710
3933,28,Willowbrook,5988
3934,28,Wilmington,5152
3935,28,Wilshire Center,3824
3936,28,Winnetka,3972
3937,28,Woodland Hills,2648
3938,29,Acton,945
3939,29,Adams-Normandie,957
3940,29,Agoura Hills,235
3941,29,Alhambra,4678
3942,29,Alsace,1512
3943,29,Altadena,2343
3944,29,Angeles National Forest,14
3945,29,Angelino Heights,235
3946,29,Arcadia,1724
3947,29,Arleta,4933
3948,29,Artesia,1220
3949,29,Atwater Village,881
3950,29,Avalon,77
3951,29,Azusa,7080
3952,29,Baldwin Hills,2514
3953,29,Baldwin Park,10334
3954,29,Bassett,5809
3955,29,Bel Air,378
3956,29,Bell,6118
3957,29,Bell Gardens,7284
3958,29,Bellflower,9211
3959,29,Beverly Crest,455
3960,29,Beverly Hills,3149
3961,29,Beverlywood,644
3962,29,Boyle Heights,17287
3963,29,Bradbury,49
3964,29,Brentwood,1145
3965,29,Brookside,7
3966,29,Burbank,5434
3967,29,Cadillac-Corning,467
3968,29,Calabasas,1133
3969,29,Canoga Park,6917
3970,29,Canyon Country,977
3971,29,Carson,8480
3972,29,Carthay,1056
3973,29,Castaic,12800
3974,29,Central,9116
3975,29,Century City,532
3976,29,Century Palms/Cove,6094
3977,29,Cerritos,2387
3978,29,Chatsworth,2631
3979,29,Cheviot Hills,301
3980,29,Chinatown,406
3981,29,Claremont,1332
3982,29,Cloverdale/Cochran,1324
3983,29,Commerce,2153
3984,29,Compton,17336
3985,29,Country Club Park,1370
3986,29,Covina,7787
3987,29,Crenshaw District,1201
3988,29,Crestview,943
3989,29,Cudahy,4446
3990,29,Culver City,2829
3991,29,Del Rey,1371
3992,29,Diamond Bar,2106
3993,29,Downey,17127
3994,29,Downtown,3091
3995,29,Duarte,3055
3996,29,Eagle Rock,2854
3997,29,East Hollywood,2852
3998,29,East Los Angeles,24336
3999,29,Echo Park,784
4000,29,El Monte,16467
4001,29,El Segundo,1301
4002,29,El Sereno,4394
4003,29,Elysian Park,358
4004,29,Elysian Valley,1051
4005,29,Encino,2119
4006,29,Exposition,340
4007,29,Exposition Park,5000
4008,29,Faircrest Heights,143
4009,29,Figueroa Park Square,1160
4010,29,Florence-Firestone,25109
4011,29,Gardena,4792
4012,29,Glassell Park,2599
4013,29,Glendale,13019
4014,29,Glendora,4816
4015,29,Gramercy Place,959
4016,29,Granada Hills,4666
4017,29,Green Meadows,3525
4018,29,Hacienda Heights,4012
4019,29,Hancock Park,1066
4020,29,Harbor City,2061
4021,29,Harbor Gateway,3343
4022,29,Harbor Pines,70
4023,29,Harvard Heights,2298
4024,29,Harvard Park,6091
4025,29,Hawaiian Gardens,1948
4026,29,Hawthorne,9846
4027,29,Hermosa Beach,892
4028,29,Hidden Hills,35
4029,29,Highland Park,4324
4030,29,Historic Filipinotown,1838
4031,29,Hollywood,4684
4032,29,Hollywood Hills,1244
4033,29,Huntington Park,11401
4034,29,Hyde Park,3025
4035,29,Industry,135
4036,29,Inglewood,10358
4037,29,Irwindale,255
4038,29,Jefferson Park,1110
4039,29,Koreatown,4434
