,month,region,cases
1047,7,Hancock Park,4736
1048,7,Harbor City,8857
1049,7,Harbor Gateway,14739
1050,7,Harbor Pines,329
1051,7,Harvard Heights,10066
1052,7,Harvard Park,26809
1053,7,Hawaiian Gardens,8529
1054,7,Hawthorne,43712
1055,7,Hermosa Beach,3723
1056,7,Hidden Hills,150
1057,7,Highland Park,19228
1058,7,Historic Filipinotown,8176
1059,7,Hollywood,20649
1060,7,Hollywood Hills,5406
1061,7,Huntington Park,50333
1062,7,Hyde Park,13227
1063,7,Industry,559
1064,7,Inglewood,45956
1065,7,Irwindale,1080
1066,7,Jefferson Park,4754
1067,7,Koreatown,20075
1068,7,La Canada Flintridge,5606
1069,7,La Habra Heights,636
1070,7,La Mirada,16959
1071,7,La Puente,23613
1072,7,La Verne,7098
1073,7,Lafayette Square,1446
1074,7,Lake Balboa,14973
1075,7,Lake Los Angeles,7071
1076,7,Lakeview Terrace,10389
1077,7,Lakewood,21398
1078,7,Lancaster,52111
1079,7,Lawndale,13122
1080,7,Leimert Park,5262
1081,7,Lincoln Heights,20451
1082,7,Little Armenia,8647
1083,7,Little Bangladesh,9276
1084,7,Little Tokyo,1353
1085,7,Lomita,4115
1086,7,Longwood,2126
1087,7,Los Feliz,3471
1088,7,Lynwood,58247
1089,7,Malibu,2036
1090,7,Manchester Square,2465
1091,7,Mandeville Canyon,249
1092,7,Manhattan Beach,6487
1093,7,Mar Vista,5722
1094,7,Marina Peninsula,694
1095,7,Maywood,24816
1096,7,Melrose,35637
1097,7,Mid-city,6101
1098,7,Miracle Mile,3038
1099,7,Mission Hills,12138
1100,7,Monrovia,12945
1101,7,Montebello,39654
1102,7,Monterey Park,14665
1103,7,Mt. Washington,8433
1104,7,North Hills,30630
1105,7,North Hollywood,54494
1106,7,Northridge,24044
1107,7,Norwalk,55047
1108,7,Pacific Palisades,2704
1109,7,Pacoima,54079
1110,7,Palisades Highlands,444
1111,7,Palmdale,57607
1112,7,Palms,11079
1113,7,Palos Verdes Estates,1926
1114,7,Panorama City,47484
1115,7,Paramount,40444
1116,7,Park La Brea,1790
1117,7,Pasadena,25115
1118,7,Pico Rivera,42795
1119,7,Pico-Union,36266
1120,7,Playa Del Rey,419
1121,7,Playa Vista,3534
1122,7,Pomona,77239
1123,7,Porter Ranch,5767
1124,7,Rancho Palos Verdes,5719
1125,7,Rancho Park,1434
1126,7,Redondo Beach,9746
1127,7,Regent Square,575
1128,7,Reseda,38764
1129,7,Reseda Ranch,1583
1130,7,Reynier Village,765
1131,7,Rolling Hills,117
1132,7,Rolling Hills Estates,889
1133,7,Rosemead,12883
1134,7,Rowland Heights,11593
1135,7,San Dimas,8275
1136,7,San Fernando,13571
1137,7,San Gabriel,10173
1138,7,San Marino,1219
1139,7,San Pedro,44630
1140,7,Santa Clarita,52038
1141,7,Santa Fe Springs,8608
1142,7,Santa Monica,16289
1143,7,Santa Monica Mountains,132473
1144,7,Shadow Hills,834
1145,7,Sherman Oaks,17002
1146,7,Sierra Madre,1340
1147,7,Signal Hill,4396
1148,7,Silverlake,11944
1149,7,South Carthay,2056
1150,7,South El Monte,17818
1151,7,South Gate,78263
1152,7,South Park,36463
1153,7,South Pasadena,5954
1154,7,South Whittier,28293
1155,7,St Elmo Village,2584
1156,7,Stevenson Ranch,4230
1157,7,Studio City,4769
1158,7,Sun Valley,23352
1159,7,Sunland,8585
1160,7,Sycamore Square,73
1161,7,Sylmar,54177
1162,7,Tarzana,13110
1163,7,Temple City,10166
1164,7,Temple-Beaudry,22798
1165,7,Thai Town,2624
1166,7,Toluca Lake,1682
1167,7,Toluca Terrace,407
1168,7,Toluca Woods,269
1169,7,Torrance,24951
1170,7,Tujunga,6989
1171,7,University Hills,1067
1172,7,University Park,14383
1173,7,Valinda,23137
1174,7,Valley Glen,9262
1175,7,Valley Village,10715
1176,7,Van Nuys,47742
1177,7,Venice,4524
1178,7,Vermont Knolls,13798
1179,7,Vermont Square,6316
1180,7,Vermont Vista,33293
1181,7,Vernon,410
1182,7,Vernon Central,54665
1183,7,Victoria Park,3548
1184,7,View Heights,663
1185,7,Walnut,4761
1186,7,Watts,31454
1187,7,Wellington Square,2075
1188,7,West Adams,16545
1189,7,West Covina,49025
1190,7,West Hills,9602
1191,7,West Hollywood,11002
1192,7,West Los Angeles,9987
1193,7,West Vernon,40066
1194,7,West Whittier/Los Nietos,15997
1195,7,Westchester,7329
1196,7,Westlake,50365
1197,7,Westlake Village,480
1198,7,Westwood,5827
1199,7,Whittier,38311
1200,7,Wholesale District,51003
1201,7,Willowbrook,31154
1202,7,Wilmington,27337
1203,7,Wilshire Center,19532
1204,7,Winnetka,20737
1205,7,Woodland Hills,14467
1206,8,Acton,7745
1207,8,Adams-Normandie,6624
1208,8,Agoura Hills,4076
1209,8,Alhambra,32370
1210,8,Alsace,9298
1211,8,Altadena,16840
1212,8,Angeles National Forest,62
1213,8,Angelino Heights,1742
1214,8,Arcadia,12350
1215,8,Arleta,36014
1216,8,Artesia,8336
1217,8,Atwater Village,5948
1218,8,Avalon,670
1219,8,Azusa,51470
1220,8,Baldwin Hills,16126
1221,8,Baldwin Park,73278
1222,8,Bassett,38635
1223,8,Bel Air,2018
1224,8,Bell,40941
1225,8,Bell Gardens,49758
1226,8,Bellflower,61121
1227,8,Beverly Crest,2964
1228,8,Beverly Hills,17872
1229,8,Beverlywood,3965
1230,8,Boyle Heights,114866
1231,8,Bradbury,402
1232,8,Brentwood,7279
1233,8,Brookside,86
1234,8,Burbank,36270
1235,8,Cadillac-Corning,3196
1236,8,Calabasas,6793
1237,8,Canoga Park,46912
1238,8,Canyon Country,6975
1239,8,Carson,59172
1240,8,Carthay,5759
1241,8,Castaic,58243
1242,8,Central,56499
1243,8,Century City,3163
1244,8,Century Palms/Cove,39944
1245,8,Cerritos,15033
1246,8,Chatsworth,17300
1247,8,Cheviot Hills,1755
1248,8,Chinatown,3048
1249,8,Claremont,9825
1250,8,Cloverdale/Cochran,7843
1251,8,Commerce,14732
1252,8,Compton,120970
1253,8,Country Club Park,7897
1254,8,Covina,53763
1255,8,Crenshaw District,8059
1256,8,Crestview,5098
1257,8,Cudahy,28991
1258,8,Culver City,17057
1259,8,Del Rey,9170
1260,8,Diamond Bar,14030
1261,8,Downey,105515
1262,8,Downtown,19305
1263,8,Duarte,20921
1264,8,Eagle Rock,17060
1265,8,East Hollywood,16531
1266,8,East Los Angeles,163936
1267,8,Echo Park,5952
1268,8,El Monte,114203
1269,8,El Segundo,8523
1270,8,El Sereno,31453
1271,8,Elysian Park,2597
1272,8,Elysian Valley,6813
1273,8,Encino,14106
1274,8,Exposition,2104
1275,8,Exposition Park,34145
1276,8,Faircrest Heights,836
1277,8,Figueroa Park Square,8496
1278,8,Florence-Firestone,168913
1279,8,Gardena,31201
1280,8,Glassell Park,17629
1281,8,Glendale,85676
1282,8,Glendora,33443
1283,8,Gramercy Place,6294
1284,8,Granada Hills,30080
1285,8,Green Meadows,25086
1286,8,Hacienda Heights,26134
1287,8,Hancock Park,5802
1288,8,Harbor City,12765
1289,8,Harbor Gateway,24920
1290,8,Harbor Pines,522
1291,8,Harvard Heights,14969
1292,8,Harvard Park,42148
1293,8,Hawaiian Gardens,13648
1294,8,Hawthorne,70309
1295,8,Hermosa Beach,5340
1296,8,Hidden Hills,201
1297,8,Highland Park,28509
1298,8,Historic Filipinotown,11400
1299,8,Hollywood,30215
1300,8,Hollywood Hills,7495
1301,8,Huntington Park,74262
1302,8,Hyde Park,20887
1303,8,Industry,884
1304,8,Inglewood,73784
1305,8,Irwindale,1839
1306,8,Jefferson Park,6851
1307,8,Koreatown,30159
1308,8,La Canada Flintridge,8668
1309,8,La Habra Heights,980
1310,8,La Mirada,24736
1311,8,La Puente,38567
1312,8,La Verne,12383
1313,8,Lafayette Square,2266
1314,8,Lake Balboa,24910
1315,8,Lake Los Angeles,12192
1316,8,Lakeview Terrace,14484
1317,8,Lakewood,32155
1318,8,Lancaster,83628
1319,8,Lawndale,20581
1320,8,Leimert Park,7934
1321,8,Lincoln Heights,28265
1322,8,Little Armenia,10899
1323,8,Little Bangladesh,12901
1324,8,Little Tokyo,1740
1325,8,Lomita,6500
1326,8,Longwood,3200
1327,8,Los Feliz,5104
1328,8,Lynwood,84776
1329,8,Malibu,2736
1330,8,Manchester Square,4779
1331,8,Mandeville Canyon,570
1332,8,Manhattan Beach,9072
1333,8,Mar Vista,8294
1334,8,Marina Peninsula,895
1335,8,Maywood,36629
1336,8,Melrose,49755
1337,8,Mid-city,7676
1338,8,Miracle Mile,4336
1339,8,Mission Hills,18875
1340,8,Monrovia,19149
1341,8,Montebello,58400
1342,8,Monterey Park,24021
1343,8,Mt. Washington,14215
1344,8,North Hills,45717
1345,8,North Hollywood,90012
1346,8,Northridge,35552
1347,8,Norwalk,84753
1348,8,Pacific Palisades,3287
1349,8,Pacoima,85757
1350,8,Palisades Highlands,617
1351,8,Palmdale,99608
1352,8,Palms,14592
1353,8,Palos Verdes Estates,2406
1354,8,Panorama City,71453
1355,8,Paramount,62554
1356,8,Park La Brea,2711
1357,8,Pasadena,78703
1358,8,Pico Rivera,62033
1359,8,Pico-Union,48592
1360,8,Playa Del Rey,720
1361,8,Playa Vista,5574
1362,8,Pomona,138453
1363,8,Porter Ranch,8920
1364,8,Rancho Palos Verdes,7708
1365,8,Rancho Park,2119
1366,8,Redondo Beach,14712
1367,8,Regent Square,763
1368,8,Reseda,55948
1369,8,Reseda Ranch,2894
1370,8,Reynier Village,960
1371,8,Rolling Hills,184
1372,8,Rolling Hills Estates,1069
1373,8,Rosemead,21361
1374,8,Rowland Heights,17048
1375,8,San Dimas,13307
1376,8,San Fernando,22546
1377,8,San Gabriel,15405
1378,8,San Marino,2008
1379,8,San Pedro,55381
1380,8,Santa Clarita,81170
1381,8,Santa Fe Springs,13761
1382,8,Santa Monica,22016
1383,8,Santa Monica Mountains,123255
1384,8,Shadow Hills,1531
1385,8,Sherman Oaks,26025
1386,8,Sierra Madre,1947
1387,8,Signal Hill,6725
1388,8,Silverlake,16729
1389,8,South Carthay,2951
1390,8,South El Monte,28351
1391,8,South Gate,116813
1392,8,South Park,53843
1393,8,South Pasadena,7305
1394,8,South Whittier,46002
1395,8,St Elmo Village,3762
1396,8,Stevenson Ranch,6356
1397,8,Studio City,6455
1398,8,Sun Valley,38447
1399,8,Sunland,11530
1400,8,Sycamore Square,149
1401,8,Sylmar,83108
1402,8,Tarzana,16340
1403,8,Temple City,13870
1404,8,Temple-Beaudry,32278
1405,8,Thai Town,4147
1406,8,Toluca Lake,2646
1407,8,Toluca Terrace,535
1408,8,Toluca Woods,464
1409,8,Torrance,36687
1410,8,Tujunga,10744
1411,8,University Hills,1486
1412,8,University Park,20929
1413,8,Valinda,37986
1414,8,Valley Glen,15067
1415,8,Valley Village,13418
1416,8,Van Nuys,72143
1417,8,Venice,7469
1418,8,Vermont Knolls,19290
1419,8,Vermont Square,8923
1420,8,Vermont Vista,49876
1421,8,Vernon,286
1422,8,Vernon Central,79108
1423,8,Victoria Park,5664
1424,8,View Heights,1202
1425,8,Walnut,7067
1426,8,Watts,49307
1427,8,Wellington Square,3140
1428,8,West Adams,23347
1429,8,West Covina,74027
1430,8,West Hills,14251
1431,8,West Hollywood,14413
1432,8,West Los Angeles,14475
1433,8,West Vernon,59437
1434,8,West Whittier/Los Nietos,25038
1435,8,Westchester,10468
1436,8,Westlake,65621
1437,8,Westlake Village,756
1438,8,Westwood,8848
1439,8,Whittier,59588
1440,8,Wholesale District,64450
1441,8,Willowbrook,47636
1442,8,Wilmington,44441
1443,8,Wilshire Center,29366
1444,8,Winnetka,31757
1445,8,Woodland Hills,22552
1446,9,Acton,8447
1447,9,Adams-Normandie,7812
1448,9,Agoura Hills,4695
1449,9,Alhambra,36277
1450,9,Alsace,10705
1451,9,Altadena,20146
1452,9,Angeles National Forest,60
1453,9,Angelino Heights,2155
1454,9,Arcadia,14159
1455,9,Arleta,41787
1456,9,Artesia,10248
1457,9,Atwater Village,6921
1458,9,Avalon,852
1459,9,Azusa,58812
1460,9,Baldwin Hills,18062
1461,9,Baldwin Park,85114
1462,9,Bassett,39473
1463,9,Bel Air,2440
1464,9,Bell,45942
1465,9,Bell Gardens,55859
1466,9,Bellflower,69044
1467,9,Beverly Crest,3424
1468,9,Beverly Hills,19566
1469,9,Beverlywood,4514
1470,9,Boyle Heights,124457
1471,9,Bradbury,417
1472,9,Brentwood,8409
1473,9,Brookside,90
1474,9,Burbank,43301
1475,9,Cadillac-Corning,3710
1476,9,Calabasas,7606
1477,9,Canoga Park,54120
1478,9,Canyon Country,7384
1479,9,Carson,66795
1480,9,Carthay,6156
1481,9,Castaic,58521
1482,9,Central,63059
1483,9,Century City,3384
1484,9,Century Palms/Cove,43680
1485,9,Cerritos,16888
1486,9,Chatsworth,19226
1487,9,Cheviot Hills,2069
1488,9,Chinatown,3375
1489,9,Claremont,11759
1490,9,Cloverdale/Cochran,8671
1491,9,Commerce,16792
1492,9,Compton,137416
1493,9,Country Club Park,9485
1494,9,Covina,59223
1495,9,Crenshaw District,8765
1496,9,Crestview,5576
1497,9,Cudahy,31876
1498,9,Culver City,17915
1499,9,Del Rey,10190
1500,9,Diamond Bar,15819
1501,9,Downey,118101
1502,9,Downtown,23176
1503,9,Duarte,24462
1504,9,Eagle Rock,19028
1505,9,East Hollywood,17882
1506,9,East Los Angeles,181716
1507,9,Echo Park,7007
1508,9,El Monte,126603
1509,9,El Segundo,9250
1510,9,El Sereno,35505
1511,9,Elysian Park,2815
1512,9,Elysian Valley,7588
1513,9,Encino,16746
1514,9,Exposition,2320
1515,9,Exposition Park,38444
1516,9,Faircrest Heights,939
1517,9,Figueroa Park Square,9311
1518,9,Florence-Firestone,184635
1519,9,Gardena,36200
1520,9,Glassell Park,20035
1521,9,Glendale,103412
1522,9,Glendora,36775
1523,9,Gramercy Place,7057
1524,9,Granada Hills,34098
1525,9,Green Meadows,27526
1526,9,Hacienda Heights,29639
1527,9,Hancock Park,6529
1528,9,Harbor City,14299
1529,9,Harbor Gateway,28637
1530,9,Harbor Pines,591
1531,9,Harvard Heights,16369
1532,9,Harvard Park,47093
1533,9,Hawaiian Gardens,15523
1534,9,Hawthorne,76822
1535,9,Hermosa Beach,6079
1536,9,Hidden Hills,193
1537,9,Highland Park,31721
1538,9,Historic Filipinotown,12637
1539,9,Hollywood,34360
1540,9,Hollywood Hills,8350
1541,9,Huntington Park,84064
1542,9,Hyde Park,23199
1543,9,Industry,1076
1544,9,Inglewood,83244
1545,9,Irwindale,2041
1546,9,Jefferson Park,7503
1547,9,Koreatown,33758
1548,9,La Canada Flintridge,10866
1549,9,La Habra Heights,1226
1550,9,La Mirada,27476
1551,9,La Puente,43536
1552,9,La Verne,14342
1553,9,Lafayette Square,2412
1554,9,Lake Balboa,29292
1555,9,Lake Los Angeles,13180
1556,9,Lakeview Terrace,15853
1557,9,Lakewood,36860
1558,9,Lancaster,100029
1559,9,Lawndale,22680
1560,9,Leimert Park,8988
1561,9,Lincoln Heights,31118
1562,9,Little Armenia,11594
1563,9,Little Bangladesh,14238
1564,9,Little Tokyo,2384
1565,9,Lomita,7352
1566,9,Longwood,3335
1567,9,Los Feliz,5970
1568,9,Lynwood,94740
1569,9,Malibu,3011
1570,9,Manchester Square,5699
1571,9,Mandeville Canyon,733
1572,9,Manhattan Beach,10281
1573,9,Mar Vista,9204
1574,9,Marina Peninsula,990
1575,9,Maywood,41776
1576,9,Melrose,55292
1577,9,Mid-city,8252
1578,9,Miracle Mile,5024
1579,9,Mission Hills,22201
1580,9,Monrovia,21862
1581,9,Montebello,66552
1582,9,Monterey Park,28008
1583,9,Mt. Washington,15973
1584,9,North Hills,52481
1585,9,North Hollywood,109346
1586,9,Northridge,40448
1587,9,Norwalk,94247
1588,9,Pacific Palisades,3649
1589,9,Pacoima,99096
1590,9,Palisades Highlands,778
1591,9,Palmdale,117766
1592,9,Palms,15791
1593,9,Palos Verdes Estates,2795
1594,9,Panorama City,83483
1595,9,Paramount,69432
1596,9,Park La Brea,3005
1597,9,Pasadena,85620
1598,9,Pico Rivera,70078
1599,9,Pico-Union,52123
1600,9,Playa Del Rey,816
1601,9,Playa Vista,5963
1602,9,Pomona,158719
1603,9,Porter Ranch,10549
1604,9,Rancho Palos Verdes,8621
1605,9,Rancho Park,2584
1606,9,Redondo Beach,16112
1607,9,Regent Square,872
1608,9,Reseda,62274
1609,9,Reseda Ranch,3295
1610,9,Reynier Village,1164
1611,9,Rolling Hills,318
1612,9,Rolling Hills Estates,1224
1613,9,Rosemead,24069
1614,9,Rowland Heights,19226
1615,9,San Dimas,15284
1616,9,San Fernando,26265
1617,9,San Gabriel,18407
1618,9,San Marino,2557
1619,9,San Pedro,59375
1620,9,Santa Clarita,97318
1621,9,Santa Fe Springs,16215
1622,9,Santa Monica,25138
1623,9,Santa Monica Mountains,42463
1624,9,Shadow Hills,1794
1625,9,Sherman Oaks,30195
1626,9,Sierra Madre,2137
1627,9,Signal Hill,7883
1628,9,Silverlake,18135
1629,9,South Carthay,3368
1630,9,South El Monte,30877
1631,9,South Gate,128531
1632,9,South Park,59411
1633,9,South Pasadena,7989
1634,9,South Whittier,48020
1635,9,St Elmo Village,4174
1636,9,Stevenson Ranch,6603
1637,9,Studio City,7070
1638,9,Sun Valley,46531
1639,9,Sunland,12944
1640,9,Sycamore Square,174
1641,9,Sylmar,93958
1642,9,Tarzana,18423
1643,9,Temple City,15324
1644,9,Temple-Beaudry,36134
1645,9,Thai Town,4658
1646,9,Toluca Lake,2947
1647,9,Toluca Terrace,659
1648,9,Toluca Woods,545
1649,9,Torrance,41200
1650,9,Tujunga,14402
1651,9,University Hills,1542
1652,9,University Park,31406
1653,9,Valinda,40195
1654,9,Valley Glen,18093
1655,9,Valley Village,14791
1656,9,Van Nuys,85185
1657,9,Venice,8365
1658,9,Vermont Knolls,21070
1659,9,Vermont Square,9856
1660,9,Vermont Vista,55761
1661,9,Vernon,326
1662,9,Vernon Central,87019
1663,9,Victoria Park,6216
1664,9,View Heights,1316
1665,9,Walnut,7743
1666,9,Watts,56416
1667,9,Wellington Square,3551
1668,9,West Adams,25918
1669,9,West Covina,82786
1670,9,West Hills,16314
1671,9,West Hollywood,16011
1672,9,West Los Angeles,15838
1673,9,West Vernon,67778
1674,9,West Whittier/Los Nietos,28309
1675,9,Westchester,12156
1676,9,Westlake,70025
1677,9,Westlake Village,934
1678,9,Westwood,10582
1679,9,Whittier,67870
1680,9,Wholesale District,69677
1681,9,Willowbrook,48662
1682,9,Wilmington,51408
1683,9,Wilshire Center,32272
1684,9,Winnetka,35788
1685,9,Woodland Hills,25671
1686,10,Acton,888
1687,10,Adams-Normandie,3294
1688,10,Agoura Hills,2233
1689,10,Alhambra,15799
1690,10,Alsace,4600
1691,10,Altadena,8931
1692,10,Angeles National Forest,24
1693,10,Angelino Heights,922
1694,10,Arcadia,6404
1695,10,Arleta,18127
1696,10,Artesia,4643
1697,10,Atwater Village,2912
1698,10,Avalon,66
1699,10,Azusa,25514
1700,10,Baldwin Hills,7577
1701,10,Baldwin Park,37369
1702,10,Bel Air,1165
1703,10,Bell,19855
1704,10,Bell Gardens,24619
1705,10,Bellflower,29478
1706,10,Beverly Crest,1594
1707,10,Beverly Hills,8501
1708,10,Beverlywood,2048
1709,10,Boyle Heights,52666
1710,10,Bradbury,174
1711,10,Brentwood,3649
1712,10,Brookside,45
1713,10,Burbank,19855
1714,10,Cadillac-Corning,1611
1715,10,Calabasas,3374
1716,10,Canoga Park,23768
1717,10,Canyon Country,337
1718,10,Carson,23601
1719,10,Carthay,2708
1720,10,Castaic,25192
1721,10,Central,26612
1722,10,Century City,1448
1723,10,Century Palms/Cove,18281
1724,10,Cerritos,7339
1725,10,Chatsworth,8408
1726,10,Cheviot Hills,1002
1727,10,Chinatown,1484
1728,10,Claremont,5110
1729,10,Cloverdale/Cochran,3713
1730,10,Commerce,7203
1731,10,Compton,58154
1732,10,Country Club Park,4662
1733,10,Covina,17517
1734,10,Crenshaw District,3724
1735,10,Crestview,2381
1736,10,Cudahy,13592
1737,10,Culver City,5990
1738,10,Del Rey,4402
1739,10,Diamond Bar,6813
1740,10,Downey,51267
1741,10,Downtown,10162
1742,10,Duarte,8210
1743,10,Eagle Rock,8268
1744,10,East Hollywood,7782
1745,10,East Los Angeles,78062
1746,10,Echo Park,3159
1747,10,El Monte,54069
1748,10,El Segundo,2518
1749,10,El Sereno,15505
1750,10,Elysian Park,1208
1751,10,Elysian Valley,3264
1752,10,Encino,7747
1753,10,Exposition,972
1754,10,Exposition Park,16482
1755,10,Faircrest Heights,455
1756,10,Figueroa Park Square,3815
1757,10,Florence-Firestone,71119
1758,10,Gardena,15428
1759,10,Glassell Park,8706
1760,10,Glendale,47463
1761,10,Glendora,15525
1762,10,Gramercy Place,3082
1763,10,Granada Hills,15188
1764,10,Green Meadows,11528
1765,10,Hacienda Heights,12972
1766,10,Hancock Park,2937
1767,10,Harbor City,6164
1768,10,Harbor Gateway,12309
1769,10,Harbor Pines,298
1770,10,Harvard Heights,6878
1771,10,Harvard Park,20021
1772,10,Hawaiian Gardens,6493
1773,10,Hawthorne,24656
1774,10,Hermosa Beach,2712
1775,10,Hidden Hills,119
1776,10,Highland Park,13827
1777,10,Historic Filipinotown,5464
1778,10,Hollywood,15116
1779,10,Hollywood Hills,3715
1780,10,Huntington Park,36278
1781,10,Hyde Park,9832
1782,10,Industry,432
1783,10,Inglewood,35624
1784,10,Irwindale,846
1785,10,Jefferson Park,3114
1786,10,Koreatown,14430
1787,10,La Canada Flintridge,4755
1788,10,La Habra Heights,542
1789,10,La Mirada,11732
1790,10,La Puente,18945
1791,10,La Verne,6462
1792,10,Lafayette Square,1020
1793,10,Lake Balboa,13132
1794,10,Lake Los Angeles,96
1795,10,Lakeview Terrace,6898
1796,10,Lakewood,16139
1797,10,Lancaster,43644
1798,10,Lawndale,9622
1799,10,Leimert Park,3884
1800,10,Lincoln Heights,13299
1801,10,Little Armenia,4795
1802,10,Little Bangladesh,6131
1803,10,Little Tokyo,1134
1804,10,Lomita,2968
1805,10,Longwood,1437
1806,10,Los Feliz,2614
1807,10,Lynwood,41094
1808,10,Malibu,1251
1809,10,Manchester Square,2361
1810,10,Mandeville Canyon,324
1811,10,Manhattan Beach,4476
1812,10,Mar Vista,4022
1813,10,Marina Peninsula,463
1814,10,Maywood,17747
1815,10,Melrose,23889
1816,10,Mid-city,3423
1817,10,Miracle Mile,2262
1818,10,Mission Hills,10020
1819,10,Monrovia,9398
1820,10,Montebello,28646
1821,10,Monterey Park,11923
1822,10,Mt. Washington,6847
1823,10,North Hills,22853
1824,10,North Hollywood,49201
1825,10,Northridge,17854
1826,10,Norwalk,40679
1827,10,Pacific Palisades,1625
1828,10,Pacoima,43400
1829,10,Palisades Highlands,369
1830,10,Palmdale,52419
1831,10,Palms,6771
1832,10,Palos Verdes Estates,1238
1833,10,Panorama City,36891
1834,10,Paramount,29688
1835,10,Park La Brea,1358
1836,10,Pasadena,31492
1837,10,Pico Rivera,30101
1838,10,Pico-Union,22044
1839,10,Playa Del Rey,348
1840,10,Playa Vista,1759
1841,10,Pomona,68476
1842,10,Porter Ranch,4821
1843,10,Rancho Palos Verdes,3799
1844,10,Rancho Park,1084
1845,10,Redondo Beach,6967
1846,10,Regent Square,361
1847,10,Reseda,27377
1848,10,Reseda Ranch,1433
1849,10,Reynier Village,501
1850,10,Rolling Hills,144
1851,10,Rolling Hills Estates,526
1852,10,Rosemead,10201
1853,10,Rowland Heights,8506
1854,10,San Dimas,6648
1855,10,San Fernando,11888
1856,10,San Gabriel,7950
1857,10,San Marino,1115
1858,10,San Pedro,24743
1859,10,Santa Clarita,44071
1860,10,Santa Fe Springs,7027
1861,10,Santa Monica,11013
1862,10,Santa Monica Mountains,2968
1863,10,Shadow Hills,811
1864,10,Sherman Oaks,13643
1865,10,Sierra Madre,955
1866,10,Signal Hill,3428
1867,10,Silverlake,7722
1868,10,South Carthay,1526
1869,10,South El Monte,10261
1870,10,South Gate,55108
1871,10,South Park,25042
1872,10,South Pasadena,3527
1873,10,South Whittier,1142
1874,10,St Elmo Village,1852
1875,10,Stevenson Ranch,168
1876,10,Studio City,3125
1877,10,Sun Valley,20793
1878,10,Sunland,5773
1879,10,Sycamore Square,84
1880,10,Sylmar,41159
1881,10,Tarzana,8524
1882,10,Temple City,6501
1883,10,Temple-Beaudry,15184
1884,10,Thai Town,2075
1885,10,Toluca Lake,1321
1886,10,Toluca Terrace,284
1887,10,Toluca Woods,263
1888,10,Torrance,17772
1889,10,Tujunga,6519
1890,10,University Hills,677
1891,10,University Park,14104
1892,10,Valinda,9190
1893,10,Valley Glen,8340
1894,10,Valley Village,6627
1895,10,Van Nuys,37850
1896,10,Venice,3624
1897,10,Vermont Knolls,8763
1898,10,Vermont Square,4199
1899,10,Vermont Vista,23451
1900,10,Vernon,145
1901,10,Vernon Central,37136
1902,10,Victoria Park,2643
1903,10,View Heights,555
1904,10,Walnut,3441
1905,10,Watts,23946
1906,10,Wellington Square,1522
1907,10,West Adams,11001
1908,10,West Covina,35878
1909,10,West Hills,7073
1910,10,West Hollywood,7101
1911,10,West Los Angeles,6735
1912,10,West Vernon,28932
1913,10,West Whittier/Los Nietos,12119
1914,10,Westchester,5226
1915,10,Westlake,29285
1916,10,Westlake Village,428
1917,10,Westwood,4935
1918,10,Whittier,28180
1919,10,Wholesale District,29463
1920,10,Willowbrook,2956
1921,10,Wilmington,21925
1922,10,Wilshire Center,13635
1923,10,Winnetka,15708
1924,10,Woodland Hills,11668
