name,Area Total:,Area Total: Area (Land),Area Total: Area (Water),Total Population:,Total Population: Under 5 Years,Total Population: 5 to 9 Years,Total Population: 10 to 14 Years,Total Population: 15 to 17 Years,Total Population: 18 to 24 Years,Total Population: 25 to 34 Years,Total Population: 35 to 44 Years,Total Population: 45 to 54 Years,Total Population: 55 to 64 Years,Total Population: 65 to 74 Years,Total Population: 75 to 84 Years,Total Population: 85 Years and Over,Households:,Households: Family Households,Households: Family Households: Married-Couple Family,Households: Family Households: Other Family,"Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present",Households: Nonfamily Households,Households: Nonfamily Households: Male Householder,Households: Nonfamily Households: Female Householder,Population 16 Years and Over:,Population 16 Years and Over: in Labor Force,Population 16 Years and Over: in Labor Force: in Armed Forces,Population 16 Years and Over: in Labor Force: Civilian,Population 16 Years and Over: in Labor Force: Civilian: Employed,Population 16 Years and Over: in Labor Force: Civilian: Unemployed,Population 16 Years and Over: Not in Labor Force,In Labor Force 16 Years and Over:,In Labor Force 16 Years and Over: in Armed Forces,In Labor Force 16 Years and Over: Civilian,Employed Civilian Population 16 Years and Over:,"Employed Civilian Population 16 Years and Over: Agriculture, Forestry, Fishing and Hunting, and Mining",Employed Civilian Population 16 Years and Over: Construction,Employed Civilian Population 16 Years and Over: Manufacturing,Employed Civilian Population 16 Years and Over: Wholesale Trade,Employed Civilian Population 16 Years and Over: Retail Trade,"Employed Civilian Population 16 Years and Over: Transportation and Warehousing, and Utilities",Employed Civilian Population 16 Years and Over: Information,"Employed Civilian Population 16 Years and Over: Finance and Insurance, and Real Estate and Rental  and Leasing","Employed Civilian Population 16 Years and Over: Professional, Scientific, and Management, and  Administrative and Waste Management Services","Employed Civilian Population 16 Years and Over: Educational Services, and Health Care and Social  Assistance","Employed Civilian Population 16 Years and Over: Arts, Entertainment, and Recreation, and  Accommodation and Food Services","Employed Civilian Population 16 Years and Over: Other Services, Except Public Administration",Employed Civilian Population 16 Years and Over: Public Administration,Employed Civilian Population 16 Years and Over1:,Employed Civilian Population 16 Years and Over1: Private Sector,Employed Civilian Population 16 Years and Over1: Public Sector,Employed Civilian Population 16 Years and Over1: Self-Employed (Incorporated and Not Incorporated),Employed Civilian Population 16 Years and Over1: Private Non-Profit,Employed Civilian Population 16 Years and Over1: Unpaid Family Workers,Households1:,Households1: with Earnings,Households1: No Earnings,Households2:,Households2: with Wage or Salary Income,Households2: No Wage or Salary Income,Households3:,Households3: with Self-Employment Income,Households3: No Self-Employment Income,Households4:,"Households4: with Interest, Dividends, or Net Rental Income","Households4: No Interest, Dividends, or Net Rental Income",Households5:,Households5: with Social Security Income,Households5: No Social Security Income,Households6:,Households6: with Supplemental Security Income (Ssi),Households6: No Supplemental Security Income (Ssi),Households7:,Households7: with Public Assistance Income,Households7: No Public Assistance Income,Households8:,Households8: with Retirement Income,Households8: No Retirement Income,Households9:,Households9: with Other Types of Income,Households9: No Other Types of Income,Families:,Families: Income Below Poverty Level,Families: Income Below Poverty Level: Married Couple Family: with Related Child Living  Bellow Poverty Level,Families: Income Below Poverty Level: Married Couple Family: No Related Children Under 18 Years,"Families: Income Below Poverty Level: Male Householder, No Wife Present","Families: Income Below Poverty Level: Male Householder, No Wife Present: with Related Children Under 18 Years","Families: Income Below Poverty Level: Male Householder, No Wife Present: No Related Children Under 18 Years","Families: Income Below Poverty Level: Female Householder, No Husband Present","Families: Income Below Poverty Level: Female Householder, No Husband Present: with Related Children Under 18 Years","Families: Income Below Poverty Level: Female Householder, No Husband Present: No Related Children Under 18 Years",Families: Income At or Above Poverty Level,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty,Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Population Age 18 to 64 for Whom Poverty Status  Is Determined: Living in Poverty,Population Age 18 to 64 for Whom Poverty Status  Is Determined: At or Above Poverty Level,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Population Age 65 and Over for Whom Poverty  Status Is Determined: Living in Poverty,Population Age 65 and Over for Whom Poverty  Status Is Determined: At or Above Poverty Level,Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under .50,Population for Whom Poverty Status Is Determined: .50 to .74,Population for Whom Poverty Status Is Determined: .75 to .99,Population for Whom Poverty Status Is Determined: 1.00 to 1.49,Population for Whom Poverty Status Is Determined: 1.50 to 1.99,Population for Whom Poverty Status Is Determined: 2.00 and Over,Population for Whom Poverty Status Is Determined1:,Population for Whom Poverty Status Is Determined1: Under 1.00 (Doing Poorly),Population for Whom Poverty Status Is Determined1: 1.00 to 1.99 (Struggling),Population for Whom Poverty Status Is Determined1: Under 2.00 (Poor or Struggling),Population for Whom Poverty Status Is Determined1: 2.00 and Over (Doing Ok),White Alone Population for Whom Poverty Status Is  Determined:,White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Black or African American Alone Population for  Whom Poverty Status Is Determined:,Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level,Black or African American Alone Population for  Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:,American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income Below Poverty Level,American Indian and Alaska Native Alone  Population For&nbsp; Whom Poverty Status Is Determined: Income At or Above Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined:,Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:,Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income Below Poverty Level,Native Hawaiian and Other Pacific Islander Alone &nbsp; Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined:,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined:,Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined:,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,"White Alone, Not Hispanic or Latino Population  for Whom Poverty Status Is Determined:","White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income Below Poverty Level","White Alone, Not Hispanic or Latino Population  for Whom&nbsp; Poverty Status Is Determined: Income At or Above Poverty Level",Workers 16 Years and Over:,"Workers 16 Years and Over: Car, Truck, or Van",Workers 16 Years and Over: Drove Alone,Workers 16 Years and Over: Carpooled,Workers 16 Years and Over: Public Transportation (Includes Taxicab),Workers 16 Years and Over: Motorcycle,Workers 16 Years and Over: Bicycle,Workers 16 Years and Over: Walked,Workers 16 Years and Over: Other Means,Workers 16 Years and Over: Worked At Home,Workers 16 Years and Over in Households:,Workers 16 Years and Over in Households: Householder Lived in Renter-Occupied Housing Units,"Workers 16 Years and Over in Households: Householder Lived in Renter-Occupied Housing Units: Car, Truck, or Van - Drove Alone","Workers 16 Years and Over in Households: Householder Lived in Renter-Occupied Housing Units: Car, Truck, or Van - Carpooled",Workers 16 Years and Over in Households: Householder Lived in Renter-Occupied Housing Units: Public Transportation (Excluding Taxicab),Workers 16 Years and Over in Households: Householder Lived in Renter-Occupied Housing Units: Walked,"Workers 16 Years and Over in Households: Householder Lived in Renter-Occupied Housing Units: Taxicab, Motorcycle, Bicycle, or Other Means",Workers 16 Years and Over in Households: Householder Lived in Renter-Occupied Housing Units: Worked At Home,Workers 16 Years and Over2:,Workers 16 Years and Over2: Did Not Work At Home,Workers 16 Years and Over2: Did Not Work At Home: Less than 10 Minutes,Workers 16 Years and Over2: Did Not Work At Home: 10 to 19 Minutes,Workers 16 Years and Over2: Did Not Work At Home: 20 to 29 Minutes,Workers 16 Years and Over2: Did Not Work At Home: 30 to 39 Minutes,Workers 16 Years and Over2: Did Not Work At Home: 40 to 59 Minutes,Workers 16 Years and Over2: Did Not Work At Home: 60 to 89 Minutes,Workers 16 Years and Over2: Did Not Work At Home: 90 or More Minutes,Workers 16 Years and Over2: Worked At Home,Total:,Total: No Health Insurance Coverage,Total: with Health Insurance Coverage,Total: with Health Insurance Coverage: Public Health Coverage,Total: with Health Insurance Coverage: Private Health Insurance,Population Under 18:,Population Under 18: No Health Insurance Coverage,Population Under 18: with Health Insurance Coverage,Population Under 18: with Health Insurance Coverage: Public Health Coverage,Population Under 18: with Health Insurance Coverage: Private Health Insurance,Population 18 to 24:,Population 18 to 24: No Health Insurance Coverage,Population 18 to 24: with Health Insurance Coverage,Population 18 to 24: with Health Insurance Coverage: Public Health Coverage,Population 18 to 24: with Health Insurance Coverage: Private Health Insurance,Population 25 to 34:,Population 25 to 34: No Health Insurance Coverage,Population 25 to 34: with Health Insurance Coverage,Population 25 to 34: with Health Insurance Coverage: Public Health Coverage,Population 25 to 34: with Health Insurance Coverage: Private Health Insurance,Population 35 to 64:,Population 35 to 64: No Health Insurance Coverage,Population 35 to 64: with Health Insurance Coverage,Population 35 to 64: with Health Insurance Coverage: Public Health Coverage,Population 35 to 64: with Health Insurance Coverage: Private Health Insurance,Population 65 or Older:,Population 65 or Older: No Health Insurance Coverage,Population 65 or Older: with Health Insurance Coverage,Population 65 or Older: with Health Insurance Coverage: Public Health Coverage,Population 65 or Older: with Health Insurance Coverage: Private Health Insurance,Own Children under 18 Years:,Own Children under 18 Years: Children Living with Single Parents,Households10:,Households10: 1-Person Household,Households10: 2-Person Household,Households10: 3-Person Household,Households10: 4-Person Household,Households10: 5-Person Household,Households10: 6-Person Household,Households10: 7-or-More Person Household
Manhattan Beach,4.6712753,3.9372340900000005,0.7340412480000001,35573,2313,2388,2748,1774,1509,2803,4955,6198,4860,3484,1820,721,13520,9533,7932,1601,687,914,3987,1753,2234,27490,17494,6,17488,16560,928,9996,17494,6,17488,16560,60,654,1629,401,806,595,1515,1951,3638,3297,1120,311,583,16560,10018,1706,3711,1077,48,13520,11094,2426,13520,10264,3256,13520,2858,10662,13520,6367,7153,13520,3489,10031,13520,417,13103,13520,78,13442,13520,2428,11092,13520,1005,12515,9533,188,66,21,0,0,0,101,68,33,9345,9151,277,8874,20325,684,19641,6025,194,5831,35501,822,119,214,790,846,32710,35501,1155,1636,2791,32710,28262,942,27320,190,6,184,59,10,49,4255,86,4169,0,0,0,743,87,656,1992,24,1968,2947,202,2745,26400,838,25562,15983,13553,12543,1010,201,11,92,306,167,1653,15975,5302,3795,506,50,105,178,668,15983,14330,1437,3751,2296,1859,2816,1810,361,1653,35567,846,34721,6769,31810,9581,231,9350,226,9263,1386,32,1354,129,1268,2568,76,2492,80,2435,16007,502,15505,861,14940,6025,5,6020,5473,3904,8886,1268,13520,3035,5022,1959,2543,686,226,49
Marina del Rey,1.454736,0.8576638000000001,0.5970727,9771,507,79,58,66,884,2295,1988,1310,1537,718,233,96,5477,1678,1157,521,204,317,3799,2174,1625,9127,7080,0,7080,6784,296,2047,7080,0,7080,6784,0,71,592,212,326,114,772,767,1687,1074,642,241,286,6784,4381,566,1544,293,0,5477,4978,499,5477,4379,1098,5477,1228,4249,5477,1277,4200,5477,759,4718,5477,112,5365,5477,23,5454,5477,340,5137,5477,456,5021,1678,200,52,0,87,0,87,61,61,0,1478,690,134,556,8014,1151,6863,1047,116,931,9751,671,66,664,112,161,8077,9751,1401,273,1674,8077,7456,985,6471,757,282,475,0,0,0,867,103,764,0,0,0,417,0,417,254,31,223,1129,176,953,6716,809,5907,6554,5429,5089,340,74,12,126,92,47,774,6554,6299,4834,340,0,92,259,774,6554,5780,212,779,1295,2085,857,505,47,774,9771,773,8998,1218,8506,916,0,916,85,891,784,0,784,0,784,2189,174,2015,159,1856,4835,599,4236,89,4204,1047,0,1047,885,771,665,322,5477,2706,1915,661,195,0,0,0
Mar Vista,2.8668009000000003,2.8570100000000003,0.00979078,37419,1962,1661,1802,1125,2580,7872,5985,5520,3879,2840,1489,704,15554,8202,6158,2044,721,1323,7352,3725,3627,31650,22493,0,22493,21125,1368,9157,22493,0,22493,21125,59,636,1237,272,1560,828,1825,1099,4417,4587,3353,935,317,21125,13191,2116,4023,1733,62,15554,13400,2154,15554,12390,3164,15554,3336,12218,15554,4667,10887,15554,2966,12588,15554,431,15123,15554,263,15291,15554,1721,13833,15554,973,14581,8202,634,104,118,104,78,26,308,213,95,7568,6550,824,5726,25753,3049,22704,4956,456,4500,37259,2083,763,1483,2342,2751,27837,37259,4329,5093,9422,27837,23152,2205,20947,1485,141,1344,1359,332,1027,5147,898,4249,103,0,103,3814,490,3324,2199,263,1936,10564,1747,8817,18199,1379,16820,20551,15715,14194,1521,1722,172,681,296,179,1786,20544,13576,8970,1063,1535,198,812,998,20551,18765,921,5294,4656,3946,2714,1039,195,1786,37280,3875,33405,9930,26603,6698,166,6532,2078,4708,2995,472,2523,404,2171,7300,999,6301,856,5546,15331,2218,13113,1945,11506,4956,20,4936,4647,2672,5971,1379,15554,5228,5340,2382,1664,637,120,183
Mayflower Village,1.5789358,1.5002903,0.07864553,13384,853,658,693,511,1541,1921,1690,1936,1797,1063,452,269,3625,2978,1999,979,373,606,647,251,396,10948,7123,0,7123,6642,481,3825,7123,0,7123,6642,39,420,773,226,725,261,136,394,993,1475,612,368,220,6642,4814,735,654,426,13,3625,3056,569,3625,2925,700,3625,540,3085,3625,653,2972,3625,1026,2599,3625,249,3376,3625,54,3571,3625,552,3073,3625,377,3248,2978,287,116,56,26,26,0,89,49,40,2691,2697,413,2284,8838,896,7942,1714,265,1449,13249,547,413,614,1192,823,9660,13249,1574,2015,3589,9660,5891,602,5289,663,132,531,126,0,126,3446,499,2947,179,71,108,2095,210,1885,849,60,789,6367,691,5676,2264,156,2108,6462,5882,4913,969,237,0,0,59,89,195,6460,2237,1703,343,82,18,26,65,6462,6267,413,1731,1144,1259,964,656,100,195,13267,1580,11687,4372,8132,2934,150,2784,1030,1881,1531,281,1250,386,890,1704,376,1328,367,989,5384,719,4665,1068,3759,1714,54,1660,1521,613,2211,307,3625,566,790,612,881,495,154,127
Maywood,1.2651724,1.2348432999999999,0.0303291,27542,2488,2419,2036,1147,2888,5146,3833,3281,2372,1078,642,212,6696,5577,3480,2097,698,1399,1119,593,526,20138,13618,0,13618,12362,1256,6520,13618,0,13618,12362,95,1132,2285,892,1497,1487,258,204,909,1884,1083,496,140,12362,10738,652,560,412,0,6696,5901,795,6696,5735,961,6696,489,6207,6696,250,6446,6696,1390,5306,6696,359,6337,6696,300,6396,6696,311,6385,6696,430,6266,5577,1318,520,56,146,135,11,596,552,44,4259,8076,3090,4986,17496,3536,13960,1832,405,1427,27404,2375,1305,3351,5217,3386,11770,27404,7031,8603,15634,11770,21124,5807,15317,83,38,45,16,7,9,63,0,63,0,0,0,6011,1145,4866,107,34,73,26920,6961,19959,313,25,288,12180,10495,9093,1402,864,0,158,385,9,269,12180,8367,6069,917,698,319,144,220,12180,11911,408,2598,1980,3542,2001,1122,260,269,27418,4855,22563,13541,9680,8622,327,8295,6664,1788,2831,674,2157,1048,1122,4671,1299,3372,1302,2226,9462,2487,6975,2836,4281,1832,68,1764,1691,263,6376,2468,6696,784,1107,1356,1469,931,603,446
Mid-City,3.5743887999999995,3.5633708999999993,0.011017812,50738,2626,2338,2983,1490,4415,10265,7963,7081,5812,3279,1748,738,19367,10213,6418,3795,927,2868,9154,4076,5078,42369,29512,0,29512,27660,1852,12857,29512,0,29512,27660,141,1352,1056,353,2872,1046,1835,1439,4663,5374,4084,2826,619,27660,18381,2611,4702,1877,89,19367,16303,3064,19367,15132,4235,19367,3461,15906,19367,2373,16994,19367,3703,15664,19367,1232,18135,19367,596,18771,19367,2057,17310,19367,1316,18051,10213,1309,323,108,189,132,57,689,538,151,8904,9379,2216,7163,35312,4764,30548,5479,974,4505,50170,3295,1547,3112,5981,5227,31008,50170,7954,11208,19162,31008,22161,2864,19297,11875,2224,9651,433,41,392,3717,348,3369,79,0,79,9782,2098,7684,2123,379,1744,23707,4260,19447,9490,950,8540,27194,21909,20001,1908,2770,75,363,522,361,1194,27102,17134,12443,1091,2028,317,670,585,27194,26000,908,5504,5947,7004,4844,1387,406,1194,50239,6590,43649,18216,28603,10005,379,9626,5385,4704,5056,1019,4037,1179,3030,9015,1690,7325,1654,5884,20684,3365,17319,5079,12781,5479,137,5342,4919,2204,8059,2572,19367,6974,5318,3188,2144,1089,414,240
Mid-Wilshire,2.69259398,2.6913197799999997,0.001274137,43006,2651,1563,1588,765,4233,9210,8280,5889,4260,2652,1307,608,19744,8935,6153,2782,945,1837,10809,4985,5824,37003,27248,0,27248,26010,1238,9755,27248,0,27248,26010,5,707,1551,698,1800,769,2774,1817,4554,4822,4323,1468,722,26010,17095,2273,4626,1993,23,19744,17181,2563,19744,15725,4019,19744,3569,16175,19744,3700,16044,19744,3336,16408,19744,447,19297,19744,276,19468,19744,1608,18136,19744,1660,18084,8935,713,121,174,141,108,33,277,161,116,8222,6528,713,5815,31846,3984,27862,4499,582,3917,42873,2985,737,1557,3377,2923,31294,42873,5279,6300,11579,31294,20300,2971,17329,6515,367,6148,140,50,90,8704,865,7839,109,11,98,5173,887,4286,1932,128,1804,9403,1661,7742,16018,2175,13843,25239,19461,18103,1358,1678,36,487,593,398,2586,25223,19725,13851,1045,1515,554,706,2054,25239,22653,1030,4262,4782,6429,4384,1462,304,2586,42918,4157,38761,9843,31391,6858,377,6481,2002,4653,5040,365,4675,573,4196,8112,720,7392,883,6603,18409,2621,15788,2213,13917,4499,74,4425,4172,2022,5927,1735,19744,8199,6250,2793,1847,455,153,47
Mission Hills,3.2503616,3.2375106000000002,0.01285102,19199,1138,938,915,1112,1967,2619,2392,2708,2519,1404,1161,326,5311,3912,2704,1208,496,712,1399,597,802,15718,9812,0,9812,9054,758,5906,9812,0,9812,9054,72,913,858,212,1165,486,287,387,1094,2063,638,616,263,9054,6110,1150,1063,731,0,5311,4278,1033,5311,3980,1331,5311,919,4392,5311,738,4573,5311,1789,3522,5311,422,4889,5311,180,5131,5311,1019,4292,5311,488,4823,3912,346,72,101,60,0,60,113,100,13,3566,4032,399,3633,12195,1180,11015,2742,274,2468,18969,1004,354,495,1141,1772,14203,18969,1853,2913,4766,14203,9021,857,8164,368,95,273,134,9,125,2088,132,1956,182,0,182,6571,713,5858,605,47,558,12486,1185,11301,3507,362,3145,8859,7959,7054,905,360,30,23,212,7,268,8855,2431,1768,308,159,100,18,78,8859,8591,707,2628,1425,1309,1162,1005,355,268,19033,1589,17444,5871,13256,4397,119,4278,1192,3226,2238,243,1995,285,1729,2047,210,1837,412,1469,7609,1000,6609,1440,5502,2742,17,2725,2542,1330,2965,498,5311,1041,1336,999,697,576,320,342
Monrovia,18.0798497,18.0495945,0.030255735000000002,41893,2135,2626,2531,1330,3686,5348,6581,6361,5446,3522,1678,649,14484,9985,6931,3054,990,2064,4499,2116,2383,34084,23573,0,23573,22007,1566,10511,23573,0,23573,22007,28,1420,1699,574,2390,1053,936,1664,2766,5375,2609,1020,473,22007,15361,2214,2566,1822,44,14484,12004,2480,14484,11500,2984,14484,2152,12332,14484,3076,11408,14484,3978,10506,14484,586,13898,14484,320,14164,14484,2186,12298,14484,1130,13354,9985,562,139,179,55,50,5,189,162,27,9423,8527,701,7826,27393,1916,25477,5761,535,5226,41681,1483,986,683,3433,3697,31399,41681,3152,7130,10282,31399,26622,1647,24975,2387,303,2084,277,0,277,5868,636,5232,210,67,143,3796,348,3448,2521,151,2370,17155,1361,15794,14581,746,13835,21714,18369,16554,1815,980,74,129,352,365,1445,21705,10635,8253,650,552,282,446,452,21714,20269,1864,4602,3148,4119,3269,2409,858,1445,41771,3149,38622,12694,29201,9059,152,8907,2854,6317,3776,605,3171,779,2463,4799,760,4039,833,3273,18376,1619,16757,2842,14257,5761,13,5748,5386,2891,7414,1874,14484,3407,4643,2524,2285,983,424,218
Montebello,7.785230499999999,7.7450180999999985,0.040212538,61333,4222,3791,3775,2300,6277,9846,8090,7487,6907,4240,2761,1637,18446,13883,8024,5859,2084,3775,4563,1862,2701,48828,30564,0,30564,28402,2162,18264,30564,0,30564,28402,88,1747,2995,1333,3863,2496,507,1403,2776,5611,2673,1686,1224,28402,20272,4165,2572,1340,53,18446,14854,3592,18446,13952,4494,18446,2118,16328,18446,2136,16310,18446,5397,13049,18446,1922,16524,18446,726,17720,18446,2245,16201,18446,1755,16691,13883,1590,466,141,164,110,54,819,622,197,12293,13836,2786,11050,38512,4338,34174,8411,1176,7235,60759,2619,2285,3396,8526,8348,35585,60759,8300,16874,25174,35585,35487,5193,30294,759,74,685,393,71,322,6971,815,6156,36,0,36,15782,2030,13752,1331,117,1214,48563,7103,41460,4308,349,3959,27644,24246,20790,3456,1649,20,129,584,146,870,27620,16353,11746,2269,1220,453,167,498,27644,26774,1273,5663,4679,6177,4739,3082,1161,870,61006,8472,52534,25897,30226,14797,615,14182,8048,6539,6620,1602,5018,1800,3283,8775,1924,6851,1733,5259,22403,4166,18237,6361,12444,8411,165,8246,7955,2701,11180,4454,18446,3751,4720,3389,3370,1773,774,669
Montecito Heights,3.0483464,3.0105171000000004,0.03782914,24959,1500,1332,1244,852,2364,4080,4097,3112,3099,1839,985,455,8251,5064,3067,1997,642,1355,3187,1443,1744,20594,13769,0,13769,12634,1135,6825,13769,0,13769,12634,37,1005,943,280,1414,659,628,590,1672,2656,1458,820,472,12634,8144,1789,1455,1206,40,8251,6870,1381,8251,6517,1734,8251,1377,6874,8251,1554,6697,8251,2149,6102,8251,583,7668,8251,298,7953,8251,835,7416,8251,707,7544,5064,816,273,153,82,82,0,308,215,93,4248,4807,1246,3561,16739,2624,14115,3238,634,2604,24784,1559,1038,1907,3637,2438,14205,24784,4504,6075,10579,14205,10369,1865,8504,761,132,629,230,15,215,4494,669,3825,12,12,0,7897,1703,6194,1021,108,913,16045,3282,12763,3052,344,2708,12102,10178,8744,1434,1049,13,106,284,70,402,12082,5854,4062,667,663,213,135,114,12102,11700,667,2049,2538,2627,2030,1465,324,402,24900,3171,21729,10739,12145,5162,440,4722,2914,1903,2581,600,1981,785,1215,3624,629,2995,878,2178,10295,1489,8806,3051,5985,3238,13,3225,3111,864,3829,1452,8251,2329,2199,1445,1157,575,203,343
Monterey Park,8.8793454,8.8151753,0.064169791,66803,2882,2830,3320,2293,4724,8999,8421,8811,9966,7158,5091,2308,21940,16974,11599,5375,1679,3696,4966,2134,2832,57140,31360,31,31329,29611,1718,25780,31360,31,31329,29611,50,759,2418,1652,3089,2017,656,2263,3131,6704,3564,2055,1253,29611,20757,3969,3074,1738,73,21940,16703,5237,21940,15930,6010,21940,2353,19587,21940,4395,17545,21940,8392,13548,21940,2407,19533,21940,535,21405,21940,3453,18487,21940,1313,20627,16974,1836,523,486,203,103,100,624,394,230,15138,11238,1999,9239,40851,4987,35864,14396,2091,12305,66485,3379,2281,3417,8378,6773,42257,66485,9077,15151,24228,42257,9815,1486,8329,598,27,571,383,66,317,42741,6041,36700,424,3,421,11048,1138,9910,1476,316,1160,19301,2368,16933,2700,385,2315,29073,26442,23146,3296,929,29,58,198,123,1294,29070,13749,10607,1683,572,150,55,682,29073,27779,989,6530,5480,7057,4674,2297,752,1294,66509,5102,61407,29684,36645,11718,537,11181,5139,6237,5253,497,4756,1337,3516,8011,1127,6884,1921,5155,27131,2766,24365,7624,17189,14396,175,14221,13663,4548,9935,2319,21940,3920,7024,5000,3456,1468,633,439
Mount Washington,2.0425732,2.0425732,0.0,15688,984,754,573,341,820,3194,2603,2078,2085,1350,641,265,5392,3306,2550,756,228,528,2086,904,1182,13262,9595,0,9595,8966,629,3667,9595,0,9595,8966,19,469,495,81,806,447,792,279,1192,2265,1369,413,339,8966,4953,1287,1786,940,0,5392,4738,654,5392,4445,947,5392,1486,3906,5392,1451,3941,5392,1324,4068,5392,209,5183,5392,229,5163,5392,686,4706,5392,348,5044,3306,283,62,51,13,0,13,157,157,0,3023,2646,388,2258,10737,920,9817,2214,231,1983,15597,740,443,356,907,1498,11653,15597,1539,2405,3944,11653,9258,781,8477,491,116,375,164,0,164,2847,293,2554,0,0,0,2127,324,1803,710,25,685,6696,710,5986,5234,395,4839,8748,7033,6330,703,670,32,55,248,96,614,8694,3275,2116,347,466,99,94,153,8748,8134,477,1493,1588,1657,1628,1049,242,614,15603,1061,14542,5121,10484,2703,30,2673,898,1894,988,223,765,317,448,2967,252,2715,320,2400,6731,538,6193,1524,4816,2214,18,2196,2062,926,2300,540,5392,1331,1822,991,620,353,63,212
Northeast Antelope Valley,402.84299,402.11590999999993,0.72705551,20976,1258,1803,2023,1147,2314,2497,2593,2473,2381,1248,962,277,5638,4454,3406,1048,292,756,1184,670,514,15657,8237,4,8233,7374,859,7420,8237,4,8233,7374,189,690,656,160,626,392,120,438,671,1873,673,664,222,7374,4603,1324,936,511,0,5638,4212,1426,5638,3927,1711,5638,713,4925,5638,662,4976,5638,1693,3945,5638,396,5242,5638,324,5314,5638,784,4854,5638,595,5043,4454,757,290,158,63,41,22,246,195,51,3697,6161,1409,4752,11408,2168,9240,2487,337,2150,20056,2109,703,1102,3574,2915,9653,20056,3914,6489,10403,9653,11715,2346,9369,1682,146,1536,134,49,85,338,67,271,13,13,0,5379,1095,4284,795,198,597,11775,2313,9462,5853,1273,4580,7192,6244,5645,599,33,27,0,152,83,653,6786,2051,1748,84,0,7,0,212,7192,6539,532,932,1108,1112,765,1045,1045,653,20972,1643,19329,9310,12022,6631,217,6414,3414,3441,2093,209,1884,480,1479,2314,313,2001,824,1224,7447,844,6603,2252,4756,2487,60,2427,2340,1122,5026,900,5638,953,1391,785,1067,725,547,170
North Hills,4.90956171,4.89619301,0.013368788,59483,5076,4407,4383,2339,7548,8512,8434,7983,5309,3238,1633,621,15638,12056,7883,4173,1319,2854,3582,1591,1991,44994,30222,28,30194,27882,2312,14772,30222,28,30194,27882,177,2138,2558,700,3283,1115,1090,1623,3365,6025,3298,1997,513,27882,19774,2403,3837,1791,77,15638,13587,2051,15638,12786,2852,15638,3214,12424,15638,1874,13764,15638,3359,12279,15638,956,14682,15638,885,14753,15638,1557,14081,15638,1487,14151,12056,2155,930,199,178,112,66,848,734,114,9901,15932,5019,10913,37749,6653,31096,5366,761,4605,59047,5348,3379,3706,7883,7140,31591,59047,12433,15023,27456,31591,22276,4179,18097,2035,500,1535,83,25,58,8148,609,7539,62,0,62,24617,6908,17709,1826,212,1614,38579,10380,28199,9392,842,8550,27275,22974,20221,2753,2146,9,42,459,807,838,27185,14243,9806,1593,1459,417,643,325,27275,26437,1503,6345,5171,5432,3513,3170,1303,838,59238,7708,51530,27361,27191,17153,999,16154,10700,5862,7461,1159,6302,2958,3576,7562,1688,5874,2177,3847,21696,3714,17982,6449,12108,5366,148,5218,5077,1798,13492,4048,15638,2504,3317,2400,3283,2038,1266,830
